GSM2858677	GSM2858679	GSM2858680	GSM2858681	GSM2858683	GSM2858684	GSM2858685	GSM2858687	GSM2858689	GSM2858691	GSM2858693	GSM2858695	GSM2858696	GSM2858697	GSM2858698	GSM2858700	GSM2858702	GSM2858703	GSM2858704	GSM2858706	GSM2858708	GSM2858709	GSM2858710	GSM2858712	GSM2858714	GSM2858715	GSM2858717	GSM2858719	GSM2858720	GSM2858721	GSM2858722	GSM2858723	GSM2858724	GSM2858725	GSM2858728	GSM2858730	GSM2858731	GSM2858732	GSM2858733	GSM2858734	GSM2858735	GSM2858736	GSM2858737	GSM2858738	GSM2858740	GSM2858741	GSM2858743	GSM2858744	GSM2858745	GSM2858747	GSM2858750	GSM2858751	GSM2858752	GSM2858753	GSM2858754	GSM2858755	GSM2858756	GSM2858757	GSM2858758	GSM2858759	GSM2858762	GSM2858763	GSM2858764	GSM2858765	GSM2858768	GSM2858769	GSM2858770	GSM2858771	GSM2858773	GSM2858774	GSM2858775	GSM2858776	GSM2858777	GSM2858778	GSM2858779	GSM2858781	GSM2858782	GSM2858783	GSM2858784	GSM2858785	GSM2858786	GSM2858787	GSM2858788	GSM2858790	GSM2858791	GSM2858793	GSM2858794	GSM2858795
9563	6	7	6	6	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	6	7	8	7	7	7	6	7	7	7	7	8	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	8
80176	6	7	6	6	7	7	7	7	7	6	7	7	6	7	6	7	7	7	6	7	6	6	7	6	6	7	7	7	6	7	7	7	7	7	6	6	6	6	6	6	7	6	7	7	6	6	6	6	7	7	6	7	8	6	6	7	6	6	6	7	7	7	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	6	7	7	7	7	7
199953	6	6	5	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
5293	6	6	6	6	7	6	6	6	7	7	7	7	7	7	6	6	7	6	7	7	6	6	6	7	6	7	7	7	6	6	7	6	7	6	6	7	6	7	6	7	6	7	6	6	7	7	7	6	6	7	7	7	6	6	7	6	6	6	6	7	7	6	6	6	7	6	7	6	6	6	7	7	6	7	6	6	6	7	7	7	7	7	7	7	6	7	7	7
64802	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
116362	7	7	7	7	7	8	8	7	7	7	8	7	7	9	8	7	8	7	7	7	7	7	7	8	7	8	7	7	7	6	7	7	7	7	7	6	7	7	7	7	8	7	7	6	7	7	6	7	7	6	7	8	7	6	7	6	7	6	8	7	7	7	7	7	7	6	7	10	7	6	7	8	7	8	7	6	6	7	10	7	7	7	6	7	7	7	7	7
10277	7	8	6	6	7	6	8	8	8	7	7	8	8	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	6	8	7	7	8	7	7	7	7	7	7	8	7	7	7	8	6	8	8	7	8	7	9	8	8	7	9	9	7	8	6	6	8	7	8	8	8	8	8	8	8	8	7	7	7	9	8	8	7	7	7	8	8	7	9	7	9
23095	7	7	6	6	7	6	8	7	7	6	7	7	7	7	7	7	7	6	6	7	6	7	8	6	6	6	7	7	6	7	6	6	7	7	7	7	6	7	6	7	7	7	8	7	6	7	7	6	8	7	6	8	6	8	7	7	7	8	8	7	7	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	6	7	7	7	6	8	7	8
5226	7	9	7	6	9	7	8	8	8	6	7	8	8	7	7	7	7	6	7	9	6	7	8	8	7	7	7	7	7	9	7	7	8	8	7	9	6	7	7	7	7	8	8	8	7	8	9	6	8	7	7	9	7	9	8	9	8	9	9	8	8	6	7	7	7	8	8	8	8	8	9	8	8	8	7	8	9	8	8	7	7	7	8	8	7	8	7	9
23435	9	8	8	8	8	8	9	9	9	8	8	9	9	9	8	9	8	8	8	9	8	9	9	9	8	8	9	8	9	8	8	8	9	8	9	9	8	8	8	9	8	9	9	8	9	9	9	7	9	9	8	10	8	10	10	9	9	10	10	9	9	8	8	9	9	9	10	10	9	9	10	9	9	9	9	9	10	9	9	9	8	8	9	9	8	10	9	9
100873935	6	6	6	7	5	5	6	5	6	5	6	6	6	5	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	5	5	6	5	7	5	6	5	6	6	6	5	5	6	6	5	6	6	5	6	5	6	6	5	6	5	6	5	5	6	6	6	5	6	5	6	6	6	5	6	6	5	5	6	5	6	6	6	5	6	5	5	6	5
10218	5	6	5	5	5	6	6	5	5	5	5	5	6	5	6	6	5	6	6	5	5	6	5	5	6	6	5	6	6	5	6	6	5	5	5	5	6	5	6	5	5	5	6	5	6	5	5	6	5	5	6	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5
29914	7	7	6	6	6	6	7	7	7	6	7	7	6	7	7	6	7	6	6	7	7	6	7	6	7	7	7	6	6	7	6	7	7	6	6	7	6	6	6	7	7	6	6	6	7	6	7	7	6	7	6	7	6	7	6	7	7	8	7	7	7	7	6	6	6	7	7	7	6	7	7	7	7	7	7	6	7	7	7	6	6	6	6	6	6	7	7	7
57540	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
101929181	6	6	6	6	5	6	6	5	5	5	5	5	5	5	5	6	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	5	6	5	6	5	5	7	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
93611	7	7	6	6	6	7	6	6	6	7	6	7	7	6	6	7	7	7	6	6	6	6	6	6	7	6	6	7	7	6	7	7	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6
26270	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6
374946	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	4	4	5	4	5	5	4	5	5	4	5	4	6	5	5	5	5	4	5	5	5	5	4
57085	7	7	6	7	7	7	6	7	7	6	7	7	6	7	7	6	7	7	6	7	6	7	8	7	7	7	7	7	6	8	7	7	7	7	7	7	7	7	6	7	6	6	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	8	7	7	7	7	6	7	7	7	8	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	8	7	7
284498	6	6	6	6	5	6	5	5	5	5	5	5	6	5	5	6	6	5	5	6	6	6	5	5	6	6	5	6	5	6	6	6	6	6	5	5	6	5	6	5	6	5	6	6	6	5	5	6	5	5	6	5	6	5	5	5	6	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	5	5
1185	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
5351	8	8	7	7	7	7	8	8	8	7	8	8	7	8	8	8	7	7	7	8	8	7	8	8	7	7	9	8	8	8	7	7	8	7	9	9	8	7	7	7	7	8	9	7	7	8	8	7	8	7	7	9	8	8	9	9	9	9	11	10	7	8	7	7	7	8	8	9	8	7	8	9	9	8	8	8	10	8	9	7	7	7	8	9	7	9	8	9
9927	7	8	7	7	8	7	8	8	8	7	7	8	8	8	8	8	7	7	7	8	7	7	9	8	7	7	8	8	7	9	7	7	8	8	7	8	7	7	7	7	7	8	8	7	7	8	8	7	9	8	7	9	7	9	9	9	8	9	9	8	8	7	7	7	8	8	9	9	8	8	8	8	8	8	9	8	9	8	8	8	8	8	8	8	7	8	8	8
60672	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6	5	5	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	5	6	6	6	5	5	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6
943	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
7133	7	7	6	6	7	6	6	7	7	6	7	7	6	7	6	6	6	6	6	7	6	7	7	6	6	7	6	6	6	6	6	6	6	6	7	7	7	6	6	7	7	7	6	6	6	7	7	6	6	7	6	7	6	7	7	6	6	7	6	7	7	6	7	6	7	6	7	7	6	6	7	7	7	7	6	6	6	7	7	7	7	7	7	7	6	7	7	7
55187	7	7	6	6	7	6	7	7	7	7	7	7	6	7	7	7	7	6	6	7	7	7	7	7	6	7	7	7	7	8	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	7	7	6	7	8	7	8	7	7	8	8	7	8	8	7	7	7	7	8	7	8	9	8	7	8	8	8	7	7	8	7	8	7	8	7	7	7	7	7	7	8	7	7
343066	4	5	5	5	4	4	4	4	4	4	5	4	5	4	5	4	5	4	4	4	5	4	4	4	4	5	4	4	4	4	5	5	4	5	4	4	4	4	5	4	5	4	4	4	4	4	4	5	4	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4
126767	4	5	4	4	4	4	4	5	4	4	5	4	4	4	4	5	4	5	5	5	5	4	4	4	5	4	4	5	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	5	5	4	4	5	4	5	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	4
93190	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	4	5	5	5	5	6	5	5	5	4	5	5	4	4	5	5	4	5	5	5	5	4	4	4	4	5	4	4	4	4	4	5	5	4	4	5	4	5	5	5	4	4	5	4	5	4
390999	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	6	5	5	6	4	5	6	4	5	5	5	5	5	6	5	5	5	5	5	5	6	6	5	5	4	5	5	5	5	5	4	5	5	4	5	5	4	5	5	5	4	4	5	5	5	5	5	5	4	5	4	4	5	5	5	5	5	5	4	5	4	5	5	4	5	5	6	5	5	5
65121	5	4	5	5	4	4	4	4	4	4	4	4	5	4	4	5	5	5	5	4	4	5	4	4	5	4	4	5	5	4	4	5	4	5	4	5	5	5	5	4	5	4	5	4	5	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4
65122	5	5	5	5	4	5	4	4	5	4	5	4	5	4	5	5	5	5	5	5	5	4	4	4	5	5	4	6	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	5	4	4	5	4	5	4	4	4	5	4	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	5	4	4	4	4	5	4	4	4
391002	5	5	6	6	4	5	5	4	5	5	5	5	5	4	5	6	6	5	5	4	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	4	4	6	5	5	7	5	5	5	4	5	5	4	4	6	4	4	5	6	6	6	5	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	4	5	4	4	4
391003	4	4	5	4	4	5	4	4	5	4	5	5	5	4	4	5	4	4	5	5	5	4	4	4	6	5	5	6	5	5	5	5	4	6	5	5	4	5	4	5	5	5	4	5	4	4	4	5	4	4	5	4	6	4	4	4	5	4	4	4	4	6	5	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	4	4	4	4	4	4
343068	5	5	8	7	5	6	5	5	5	5	5	5	6	5	5	6	7	5	5	5	5	5	6	5	7	5	5	6	5	6	5	7	5	5	5	6	6	7	6	6	5	5	5	5	7	5	5	8	5	5	5	5	5	5	4	5	6	5	4	5	7	7	6	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
343070	5	5	7	7	5	5	5	4	5	5	5	5	6	5	4	6	7	6	5	5	5	6	6	5	7	5	5	6	5	6	5	8	5	5	5	6	6	6	5	6	5	5	5	5	7	5	5	7	5	5	5	5	6	5	4	4	6	5	5	4	8	7	7	5	5	4	5	4	4	4	4	4	4	5	5	5	5	4	5	4	5	5	4	5	5	4	4	5
391004	5	5	5	5	5	6	5	4	4	5	4	4	5	4	5	5	5	6	5	5	5	5	4	4	6	5	5	6	5	4	5	6	5	5	4	4	5	5	5	4	5	4	5	5	5	4	4	5	4	4	5	4	5	4	4	4	5	4	4	4	5	5	4	5	6	4	4	4	4	4	4	4	4	5	4	5	4	5	4	5	5	5	4	4	5	4	5	4
645425	5	4	5	5	4	5	5	5	4	5	4	4	5	4	4	4	5	5	5	4	5	4	4	5	5	5	4	4	5	5	4	4	5	4	5	4	5	5	5	5	5	5	4	5	5	4	4	5	4	4	5	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4
645382	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
440560	6	5	7	7	5	5	5	5	4	5	5	5	7	5	4	6	7	6	6	5	5	6	6	5	7	5	5	6	5	6	5	7	5	4	5	6	6	6	5	6	5	5	5	5	7	5	5	7	5	5	5	5	6	6	4	5	6	5	5	5	8	7	7	5	5	4	5	4	4	4	4	4	4	5	5	5	5	5	5	4	5	5	4	5	5	4	4	5
10630	6	6	6	6	7	6	6	7	6	6	7	6	6	6	6	6	6	6	6	5	6	6	7	6	6	6	7	7	5	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	7	7	6	7	7	6	7	7	6	7	7	6	6	6	7	6	7	6	6	7	6	6	6	6	6	7	6	7	6	7	7	6	7	6	6	6	6	6	6	6	7	7	7
7799	7	7	6	6	6	6	6	7	7	7	7	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	7	7	6	7	7	6	7	6	7	7	7	6	7	7	7	7	6	6	6	7	6	7	7	7	7	7	7	7	6	7	6	7	6	7	6	7	6	7	7	6	7	7	6
23254	5	5	5	5	5	5	5	4	5	5	6	5	5	5	5	5	5	5	6	4	6	5	5	4	4	5	5	4	5	5	5	5	4	5	5	4	5	6	6	5	5	5	5	5	5	6	4	5	4	5	6	5	5	4	5	5	6	5	5	5	5	5	4	5	5	5	5	4	5	5	5	5	4	5	5	4	4	4	4	5	5	4	5	5	5	5	4	5
55092	6	6	5	5	6	5	5	5	6	5	6	6	6	6	5	5	5	6	5	5	5	5	6	5	5	5	6	5	5	5	6	5	5	6	5	5	5	5	5	6	6	5	5	5	5	6	5	5	6	5	5	6	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	6	5	6	5	6	6	6	6	5	5	5	6	6	5	6	5	6
114827	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	6	6	6	6	5	5	5	5	5	5	6	5	5	5	5	6	5	5	6	5	5	6	5	6	5	6	5	5	5	6	5	5	6	5	5	6	5	6	6	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	6	5	5	5	5	5	5	5
79180	9	9	8	8	10	8	8	9	9	9	9	9	9	9	9	8	8	9	9	9	8	9	9	8	8	9	9	8	8	8	9	8	8	8	9	9	9	8	9	9	9	9	8	9	8	9	9	7	8	9	9	9	9	9	9	9	7	10	9	9	9	8	8	9	9	8	9	9	9	8	8	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9
11330	5	5	6	5	5	6	5	5	5	5	6	5	6	5	5	5	5	6	6	5	6	6	5	5	6	6	5	6	5	5	5	5	5	5	5	5	6	6	6	5	6	5	6	6	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5
23341	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	6	7	6	6	6	7	6	6	7	6	6	6	6	6	6	6	7	6	6	6	7	7	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6
107397391	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	6	6	5	6	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	6	5	5	6	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5
84301	7	8	6	6	7	6	8	8	8	7	8	8	8	8	7	7	7	7	7	8	7	8	8	7	7	7	7	7	7	8	7	7	7	7	7	8	7	7	7	8	7	8	8	7	7	7	8	6	8	8	7	9	6	8	8	9	7	9	8	7	8	6	7	8	7	8	8	8	8	8	8	8	7	7	8	7	8	7	8	7	7	7	8	7	7	8	7	8
23207	7	7	6	6	7	6	7	7	7	6	7	7	6	7	7	7	6	6	6	7	6	6	8	7	6	6	7	7	6	7	6	6	7	6	7	7	6	6	6	6	6	7	7	6	6	7	7	6	7	7	6	8	7	8	7	7	6	9	8	8	7	7	6	6	7	7	8	7	7	7	7	7	7	7	7	7	8	7	8	7	7	7	8	7	6	8	7	8
284723	6	6	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
388595	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	5	6	6	6	5	6	6	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	5	5	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5
54751	6	7	6	6	7	6	6	6	7	6	7	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	7	6	6	7	6	6	6	7	6	6	7	7	6	6	6	7	6	7	6	7	7	7	7	6	7	6	6	7	7	6	7	6	6	7	6	7	6	7	6	7
23013	9	8	7	7	8	7	8	8	8	8	8	9	8	10	8	8	7	7	7	8	7	7	8	8	7	7	8	8	8	8	8	6	8	7	8	8	7	7	6	8	8	8	9	7	7	9	9	6	9	8	8	9	7	9	9	9	7	9	9	8	8	7	7	8	8	8	9	8	8	9	9	9	8	7	9	8	9	8	9	7	7	8	9	9	7	9	8	9
149563	4	4	5	5	4	4	5	4	5	4	4	4	5	4	4	4	4	4	5	4	5	5	4	4	4	5	4	4	5	4	5	4	5	4	4	4	5	4	5	4	5	5	5	5	5	5	5	4	4	5	5	4	5	4	4	4	5	4	4	4	5	4	4	4	4	4	6	4	4	4	4	4	4	5	5	4	4	4	4	4	4	5	4	4	4	4	4	4
26099	8	8	7	7	8	7	8	8	8	8	8	8	8	8	8	8	7	8	7	8	7	8	8	8	7	8	8	8	8	8	7	7	8	8	8	8	8	7	8	7	8	8	8	7	7	8	8	7	8	8	7	8	7	8	8	8	7	9	8	8	8	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
55707	7	8	7	7	8	7	7	8	8	7	7	8	8	8	7	7	7	7	7	7	7	7	8	7	6	7	7	7	6	7	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	8	8	7	8	7	7	8	7	9	8	8	7	8	8	8	8	7	7	7	8	7	8	8	8	7	8	8	8	7	8	8	8	8	8	7	7	7	8	8	7	8	8	8
107984921	7	7	6	6	6	6	7	6	6	7	7	6	6	7	6	7	6	6	6	6	6	7	6	6	7	6	7	6	6	6	6	7	6	5	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	7	6	7	7	7	7	6	6	6	7	6	7	6	5	6	6	6	6	6	6	7	7	7	6	5	6	6	6	7	6	6	6	6	6	7	7	7	6	6
100500876	7	8	9	8	7	8	7	6	7	7	6	7	8	7	7	7	8	9	9	7	7	7	7	8	9	7	7	6	6	8	7	7	7	6	7	7	8	8	6	8	6	7	6	8	8	7	7	9	7	6	7	6	7	7	6	6	9	7	7	7	7	8	8	7	7	6	6	7	6	6	6	6	6	7	7	6	6	7	6	7	8	7	7	7	7	6	7	7
9696	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
100132147	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
26870	5	5	6	7	6	6	5	4	5	6	5	5	6	5	5	5	7	6	7	6	7	6	5	6	8	6	6	7	5	6	5	7	7	4	5	5	5	6	5	6	5	6	4	6	6	6	6	8	5	6	6	6	5	5	6	5	6	6	5	5	6	7	6	6	5	5	5	5	6	5	5	5	6	5	5	4	6	8	5	5	6	6	5	6	7	5	5	5
400743	4	4	5	5	4	5	4	4	4	4	4	4	5	4	4	5	5	4	5	4	5	5	4	5	5	5	4	4	4	5	4	5	4	4	5	5	4	5	5	5	5	5	5	5	5	4	4	5	4	5	5	4	5	4	5	4	5	6	4	4	5	5	5	4	4	4	4	4	4	4	5	5	4	5	4	4	4	5	4	5	5	5	5	4	5	4	5	4
29943	5	5	5	5	4	5	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	4	4	4	5	5	4	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	5	5	4	5	4
51702	5	8	6	5	5	6	5	6	5	5	5	5	5	5	6	5	5	5	6	5	6	5	10	5	6	5	5	6	5	5	5	6	5	6	5	5	5	5	6	5	6	5	5	6	6	5	5	6	5	5	5	5	6	5	5	6	5	13	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5
23569	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	7	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
353238	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
114515514	9	10	7	7	9	7	8	9	9	8	8	10	11	9	8	8	7	7	7	9	7	8	9	8	7	8	8	8	9	8	8	7	8	8	8	7	7	7	7	8	9	9	11	7	8	7	8	6	9	8	8	9	8	10	8	9	7	11	10	8	8	6	6	8	8	9	9	9	9	10	9	9	9	8	8	10	11	9	10	8	8	8	9	10	8	9	9	9
55160	7	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	7	7	6	7	6	6	6	6	6	6	7	7	7	6	7	6	7	6	6	7	6	7	6	6	6	7	7	6	7	6	7
81569	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4
84966	5	6	5	5	5	6	6	5	5	6	6	5	6	5	6	5	6	5	6	5	5	5	6	5	6	6	6	5	6	6	6	6	5	5	6	5	6	5	6	5	6	5	6	5	5	6	5	6	5	5	6	5	6	6	5	6	5	5	6	6	5	6	5	5	5	5	5	6	6	5	6	5	5	5	6	6	5	6	5	5	5	6	6	5	6	6	5	5
127707	6	6	5	6	5	6	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5
