treat_Ctrl	treat_Treat
Cluster_0	-0.172620476059826	0.172620476059826
Cluster_1	0.123150124128318	-0.123150124128318
Cluster_2	-0.177473599774657	0.177473599774657
Cluster_3	0.157646078254668	-0.157646078254668
Cluster_4	-0.221812562407237	0.221812562407237
Cluster_5	-0.151308205084442	0.151308205084442
Cluster_6	-0.130106180519018	0.130106180519018
Cluster_7	0.057455524359218	-0.057455524359218
Cluster_8	-0.111327201855021	0.111327201855021
