Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8
727856	-0.49229824042866	0.797021652181852	-0.455377685502339	0.147768187622987	-0.292426868247641	-0.322106216376385	-0.178180850921784	0.0754324406375359	-0.36697847477475
731275	0.349355775245217	-0.21510823763728	0.395736395016019	-0.367035231927412	0.262697268778497	0.206881100211649	0.24493951476431	0.0579752233786516	0.227517202338251
107126290	-0.128654477184463	0.40138710121682	-0.105459596621795	-0.123033026069193	-0.167186384706846	-0.0346232727085707	-0.0530924850475615	0.187381334520286	-0.181733328794825
26683	-0.163572420490383	0.414222771772482	-0.133850993480805	-0.136316402987882	-0.128807048199437	-0.0284151652931545	-0.0976269844307442	0.0986044583040003	-0.146710520466055
4512	0.1691222236043	0.0872911710064661	0.20279977348623	-0.349970015429417	0.055387514154255	0.0311535840726691	0.0393674716213678	0.0418345281205671	0.153708032824634
105378580	0.3369200401134	-0.177317135264298	0.318572853305238	-0.418396906557758	0.176706248202402	0.0843778933530877	0.272180994319309	-0.0527277195325327	0.277658698992506
400728	-0.480203240382499	0.437424171989949	-0.458799275174713	0.372689738122187	-0.127511397886991	-0.216442441466969	-0.136091644893758	0.0956818557210785	-0.459040184834717
643837	0.0269327106134404	0.209898070458583	0.0384152403065068	-0.233385016206006	-0.0816735878820034	0.11292949386339	-0.0238860606995683	0.0733913212706878	0.0446598311974163
148398	-0.378918370192142	0.14629717425355	-0.372022921670688	0.47343260425195	-0.294415591885025	-0.247252485639893	-0.288274366529804	0.0558957420726257	-0.290608684719476
339451	-0.0168302522607627	-0.0397469723951525	-0.00390586323137923	0.0927825557125112	-0.0333126251410198	-0.0176343099548119	-0.0451680448699404	-0.107107619172292	-0.0463479126386307
84069	-0.107674842023692	0.0295081482498723	-0.132977744352977	0.178821651035493	-0.0187306606805515	-0.0127975096104358	-0.0522946840865494	-0.0449113280940953	-0.0943554811666205
9636	0.309417857006631	-0.253938063975426	0.319332424172582	-0.311221420189074	0.247426735565863	0.207042944829364	0.420952396985003	-0.0727870400401146	0.254124756813989
375790	0.497880021561077	-0.544732517069751	0.465325449588126	-0.330714702921764	0.235558713136513	0.433614571631875	0.230557380054605	-0.0227743446427847	0.327561112001519
100288175	-0.41483296061088	0.321273945731779	-0.414562344037085	0.387682699678554	-0.368899918592526	-0.274440296407496	-0.199477141500805	0.059053569716666	-0.24460054816866
254099	-0.349726362571252	0.189941032230131	-0.367971173291959	0.426697181579225	-0.231403319359401	-0.22878676955545	-0.250579727517208	0.00219430546999725	-0.244821018438331
406984	-0.253498865706198	0.219887186888521	-0.257588090331244	0.289169151195064	-0.232609991406619	-0.238462967731436	-0.114922008535574	-0.145726520859018	-0.142587848115667
6339	-0.622137074658913	0.712828651825309	-0.598969778268618	0.406668902963134	-0.422467021456193	-0.307737627403853	-0.282565886285113	0.0281095735977981	-0.440277230101744
126789	-0.15185970878893	0.0286763151666587	-0.148607816390027	0.280211191189806	-0.241608555431649	-0.250531503285917	-0.241073107149582	-0.0540909124473364	-0.102589196499756
80772	0.305865812961327	-0.341624136081992	0.300322158251699	-0.17055678770984	0.288448244222103	0.109946567035581	0.304167158628607	0.0883970535298814	0.172505831019827
83756	-0.286654067675306	0.173422331881526	-0.289431397419472	0.271650754636645	-0.134774754378517	-0.246703096551045	-0.0211396433500042	-0.0529124118096949	-0.227019580333703
148413	-0.0868470698670612	-0.0162607259326182	-0.099428786371968	0.163754520487539	-0.135514952595537	-0.0909288615633728	-0.113953394487173	-0.0935791051573028	0.0163363196687949
643965	-0.314213524591287	0.0783389470603458	-0.325946205016569	0.476437757026306	-0.178019502221865	-0.235464149219997	-0.0990446266030659	-0.0623450130229926	-0.234168861068903
64856	0.0646209678190989	-0.108848684834078	0.0567181359484711	-0.0292066770320199	-0.0196354673983237	-0.055995997558106	0.102941009790899	0.036833821792622	-0.000401890634686869
219293	0.267014119224314	-0.255169943165935	0.253633236360804	-0.198755743166545	0.0786813443714403	-0.0150243025424062	0.245646233139162	-0.132349983949603	0.147606591538607
83858	0.11921213259578	-0.145107384518054	0.137600144521273	-0.0266146058777904	-0.0182144308491943	-0.0724678316251201	0.00664632875894024	-0.110543725505725	0.242184950554811
55210	0.548475477241054	-0.51005588084761	0.56044633250412	-0.408402388516282	0.264525350953808	0.17443948026629	0.263080199693648	-0.139195692150057	0.539784557581735
142678	-0.708467860411608	0.384911553017331	-0.714876011929591	0.93924474903767	-0.507501939631273	-0.410630142976465	-0.457800346129426	-0.0098729249642734	-0.510728387645577
8510	-0.20086378536527	-0.0286064004206455	-0.194133717165537	0.342090968658482	-0.0753095580606643	0.00588831816607801	-0.0965537209186214	0.0491056907437121	-0.162718149353748
105378949	-0.288086972226936	0.224497470670942	-0.27251228615424	0.27878185959736	-0.0892018556617115	-0.24224368469445	-0.148939275129231	0.0625472333018846	-0.157748664971185
163688	-0.633734791097031	0.477290408121916	-0.615087185529511	0.605641383928067	-0.363350897159652	-0.442983489643517	-0.187844850105062	0.0264654489487348	-0.507537814326745
2563	-0.271166288715391	0.0985704541793483	-0.286203834371909	0.414551166374183	-0.240079825339235	-0.161252371352429	-0.177822103030338	-0.0128632138670327	-0.199596904731434
6497	0.581762057592545	-0.58552470149145	0.54965409962822	-0.436975712562065	0.430678823796514	0.431419876637051	0.263475851025432	-0.0641716409827956	0.498598882090364
11079	0.661029537103292	-0.615580953007918	0.664067961173718	-0.541401006696192	0.522628252605346	0.487706056010208	0.407463041204519	0.238194076855248	0.411116564852084
9651	-0.559471396248302	0.447663542093898	-0.556931528870198	0.564841913911503	-0.247605633171053	-0.224261087345428	-0.261287746377562	0.0191164902540307	-0.498982193864866
8764	0.133254517725251	-0.135360547053309	0.122079233775875	-0.097528279216189	0.475612528952669	-0.0203241261993256	0.224922525920231	0.00142837398485765	0.0609693518544729
127281	-0.708467860411608	0.384911553017331	-0.714876011929591	0.93924474903767	-0.507501939631273	-0.410630142976465	-0.457800346129426	-0.0098729249642734	-0.510728387645577
140625	-0.499162178461693	0.45928056400541	-0.486947786148552	0.313081352848314	-0.323319745697955	-0.362525566182642	-0.234751187433496	0.0112446618514959	-0.366134242182671
63976	-0.742824068846073	0.547640934489179	-0.73290621491363	0.741462453447524	-0.510859563547869	-0.453412385940727	-0.391609913181795	0.0756766479766603	-0.508767732102033
27237	-0.201170156050201	0.0743535839249676	-0.202725041280901	0.325307294152239	-0.194248434574541	-0.214509143586555	-0.181818819854177	0.00678639589689031	-0.187804767718285
127262	0.545501543923524	-0.473361081220448	0.551480795922569	-0.433265132696711	0.383289350121441	0.420055916506389	0.24731513868784	0.116406395331206	0.395383815738203
7161	-0.423326774358108	0.307334743182377	-0.419816161460457	0.357050473882219	-0.336912544039644	-0.305246796939423	-0.241641879100679	-0.0205199531851006	-0.296995277176204
388588	0.0774352154429989	0.0656040896007009	0.0731040821533021	-0.187546177524376	-0.0551750644670635	0.0952626926568021	-0.0626906042695873	0.0575040677945947	0.0751094742165179
1677	-0.39423341407464	0.405960386401063	-0.39807438455121	0.297600527310253	-0.257360863579572	-0.225299690114468	-0.126237443862019	-0.00263146517542984	-0.276790383169103
388591	-0.210271635070162	0.150425074734689	-0.211194780562753	0.210034175873571	-0.180164767340992	-0.285879115264099	-0.109289304417927	-0.099365249762661	-0.0993662912201968
83715	-0.287036591755755	0.230287211531743	-0.299811672569455	0.280834085827222	-0.134756335378617	-0.215541602329681	-0.026713784560324	-0.112421631957882	-0.192083551621027
80835	-0.549078166548137	0.477163924585756	-0.56253169022069	0.442847168112869	-0.221576560012966	-0.297544438163113	-0.140689192596395	0.031818498264058	-0.469307643678262
3104	-0.111245254697159	0.0344451269971753	-0.0967860444383766	0.149316207930831	0.0853779398333427	-0.143068689142032	0.0480991349661009	0.114719468139034	-0.14006269717911
148479	0.397090238005311	-0.299736414956484	0.387646221056106	-0.361807619245125	0.246376934263404	0.220327150532007	0.227613810538698	-0.0792734745715211	0.33307466077324
90326	-0.266561839089529	0.362560883601904	-0.238425567342266	0.137281326307663	-0.120617711750626	-0.290896567760311	-0.185852001405857	-0.0414718349421752	-0.122124390082308
23261	0.344326569418445	-0.264422804362081	0.346868325229686	-0.305031160997225	0.162382961732784	0.170606565414761	0.150649472405934	-0.0585477138809983	0.300032631010474
9341	0.752913006755449	-0.571939306499466	0.755007163032341	-0.780643821519522	0.612309530454291	0.57475115252223	0.464670957589878	0.16895880625903	0.519684210043888
8863	0.34833237680377	-0.341328484296716	0.311707391121667	-0.292567644947913	0.214526589221677	0.358790201764414	0.1069636382936	0.00231746048441853	0.1470125399935
11315	0.636283870641267	-0.484858348422682	0.65404829086063	-0.616060707899128	0.437378896878201	0.352169416110428	0.36150763270125	0.156414478792483	0.489363260981494
102724539	-0.63700123165776	0.546726493303623	-0.634245659800635	0.600359339258223	-0.411102328536203	-0.409400261434542	-0.231412755809501	-0.0505267812889607	-0.519534082992837
50651	-0.349625315192498	0.370775610007479	-0.355601376310122	0.28176911559752	-0.232076233692502	-0.21092086584877	-0.168496133605775	0.0256289494131686	-0.268665104490813
765	-0.371467056945559	0.316477482866704	-0.337807745144183	0.334565714455078	-0.341809645159845	-0.325484941763493	-0.329800535431278	-0.114506389569602	-0.232151651574011
9563	0.377784764913328	-0.416266366474409	0.356786372898133	-0.236425174711756	0.360325351240466	0.330219234911883	0.256277921898358	0.0142175082317887	0.234483189903493
80176	0.20088419066208	-0.224290403930571	0.177691351444098	-0.128238410227107	0.138312498071993	0.350145259320363	0.138610828140994	0.134861923219598	0.159043695674258
199953	0.075579226618675	-0.271257034149362	0.0883433722111076	0.0515586504787457	-0.012353533216319	-0.0434356821190328	0.0281106403089499	-0.130605086496249	0.140893524027519
5293	0.116249647891517	-0.138371082602797	0.11274361092687	-0.0993748104511941	0.52672353816914	0.0119966851786566	0.383948201348777	-0.231111399536884	0.142326611915731
64802	-0.708467860411616	0.384911553017336	-0.714876011929598	0.939244749037679	-0.507501939631278	-0.410630142976468	-0.45780034612943	-0.00987292496427138	-0.510728387645582
116362	-0.0731723886342069	-0.0166744086780413	-0.0928176424811626	0.0970145109123275	-0.021035695470148	-0.181024060034771	0.266203879698236	-0.196225817105127	-0.0946967026818928
10277	0.726934356242986	-0.630667991271248	0.73004634937311	-0.608708883107446	0.51981710123743	0.335786034928008	0.315853667710444	-0.0256711398407094	0.553389902771414
23095	0.680743344437155	-0.574050722187739	0.693039918893311	-0.612095025120743	0.434463787285032	0.384982781894544	0.334971617911973	-0.00275808754405522	0.540315493645337
