ME0	ME1	ME2	ME3	ME4	ME5	ME6	ME7	ME8
GSM2858746	-0.0443725599181548	-0.016908468853666	-0.02938456087439	0.116603180792283	-0.0330039161064587	-0.0894493984371946	-0.0804239050462275	-0.0181157917275001	-0.0775290121314416
GSM2858747	0.053813737715147	-0.0499628288702193	0.0550099982833959	-0.063460074620983	0.107996123581554	0.10575723003957	0.13957080756178	0.136947350212623	-0.0184762201210809
GSM2858748	-0.146030099028197	0.0863718961576221	-0.157558926853046	0.188337070638879	-0.105840458994265	-0.0731506632455299	-0.100627784799737	-0.020173732132717	-0.109644249232538
GSM2858749	-0.140476046938758	0.106804323641465	-0.152235357416491	0.160537661928522	-0.00981042818860504	-0.0931919454964988	-0.0155385270969585	-0.0311077850854859	-0.119316836749588
GSM2858750	-0.0552906118781615	-0.0148253150172158	-0.0529766431117577	0.145742073580555	0.0481259600875295	-0.0465799130205232	0.0117697135705819	-0.0225713331711363	-0.0547291581715467
GSM2858751	0.142844183291494	-0.105562494894947	0.146842985481228	-0.151026707802878	0.0997797733029719	0.0423090319183801	0.11135905000288	-0.0455577087366137	0.124329670407457
GSM2858753	0.102045028798615	-0.0454091281865189	0.13581899372285	-0.0869371739083212	0.0561817983185836	0.00305433211536199	0.0460066897900339	-0.040041268542995	0.0807517680572864
GSM2858755	0.113172423497378	-0.0888968205290638	0.127167867851829	-0.100465124725884	0.0534545531757038	0.192796684159158	0.0415846165231489	0.252680195642253	0.0700756031498927
GSM2858756	-0.0955489365385171	0.146778421030943	-0.0628349145278095	0.0101627849421151	-0.111641510137635	-0.0959178665157267	-0.113816326682413	-0.00810352467543175	-0.00148221601984767
GSM2858758	0.114508488144098	-0.0943036763075791	0.120946046089373	-0.104446915975998	-0.0217949467815773	0.0130375809692743	-0.0628366836188372	-0.0543877589380787	0.0421692624905472
GSM2858759	0.0620545781324613	-0.0789976484706978	0.0601004299082471	-0.0662166714849176	0.125399918839096	0.239470806968572	0.0776926949990894	-0.0431494071433445	0.0688013970231575
GSM2858761	0.0857759416359575	-0.0761789837131863	0.061731855442263	-0.0769159927980612	0.121023885520626	0.100328318373613	0.0730588233107768	-0.0430915123174881	0.0447638381280541
GSM2858763	-0.0665708296078212	0.151039425991552	-0.0807807132999533	0.0145240016868611	-0.0899182602356227	0.0729268802674373	0.00054176276107744	-0.0281093276934052	0.0146732829474554
GSM2858764	-0.00179706226165088	0.0894729683851888	-0.00397093387592619	-0.0411100380607549	-0.0289111548933157	0.0161731223405822	-0.084633018243258	-0.0398772531000444	-0.0477916971440438
GSM2858766	-0.0661946954346812	0.163903426141423	-0.0642614388146106	0.0374062099188454	0.07106662859914	-0.0229567562703409	0.0400959300784689	-0.0167434920984475	-0.086203136710253
GSM2858767	-0.0875842293878852	0.155159256118403	-0.0893264441016483	0.0416712806138721	-0.049896227357032	-0.112378361471899	-0.0999391569266594	-0.0203065397762428	-0.0450111441094617
GSM2858768	0.00872972072622373	-0.0511063487685301	0.0025619119926137	-0.0151975774311213	0.0805682922695131	0.0260751772114233	-0.0445324929505667	-0.041256958027789	0.0269002977970569
GSM2858769	0.107089075977221	-0.0848510377232222	0.0927450084271488	-0.114423668133976	-0.0391948337312543	0.0622375984974954	0.0130159849792208	0.0690249758006843	-0.0241699928195443
GSM2858771	0.120676480700953	-0.0957430906302599	0.117259596207359	-0.127651087176759	0.111731905198931	-0.042115911520286	0.31519345749687	-0.0295205758936216	0.102716689061074
GSM2858774	0.119196750735627	-0.0960772363991152	0.0989283914624332	-0.116662490497729	0.00591486856760741	0.0034432907933308	0.122047900790439	-0.027185679601633	-0.0209832427405044
GSM2858776	0.146741886672306	-0.104039987072811	0.128116407243425	-0.15625982443498	0.139645192407167	0.019785848251958	0.118255016452574	-0.051310329402152	-0.0109545921981099
GSM2858779	0.0815308425750604	-0.0805631613165385	0.0795714772399997	-0.0727159306526965	-0.024683562138662	0.159122794466468	0.0707751449670884	0.348615865530663	-0.00105474078639631
GSM2858780	0.152635679874861	-0.105140377148596	0.172110313475629	-0.114083655641462	0.0700629310198943	-0.0319818252713798	-0.0183635602458988	-0.0663470017570435	0.289053320453956
GSM2858781	0.11174700944323	-0.0821674416940377	0.0968452061194079	-0.119708905202077	-0.0286875208047418	0.139438304488246	-0.0550684362368142	-0.0466909861164057	-0.0180141343759745
GSM2858782	0.229921222089942	-0.138713054096007	0.2110296668126	-0.176413322457595	0.0129592030206651	0.0392973177949807	-0.0575775933383207	-0.0680511757428016	0.337363832894588
GSM2858783	0.055941664895967	-0.0469375337512759	0.0408235104868238	-0.0370142909234437	-0.0645261454344568	-0.0539250066013601	-0.0134114722483034	-0.0514561078255774	0.204632417160118
GSM2858786	-0.0421318198353213	-0.0332519010655647	-0.0554663976345937	0.062157961527126	0.069091869750554	-0.0149008580789491	-0.0301713884394015	-0.0278180569673721	0.00186302974650904
GSM2858787	-0.00928418158618922	-0.0388782408573917	-0.0285807586825937	0.0199876557227497	-0.0297540583466456	0.106034135380547	-0.0320226311467884	0.0585084760539085	-0.0553062190723261
GSM2858792	-0.0293774182206488	-0.031812829995139	-0.0467294142411793	0.0514449456640601	0.036998572521162	-0.0924203759876957	0.0580895981707719	-0.0362063048743812	-0.0154384301892037
GSM2858680	-0.137207987529804	0.217879568837682	-0.129557957972945	0.0230731814797329	-0.11465404874229	-0.0956194655737935	-0.0848026492128533	-0.0108389438903569	-0.0999277284927167
GSM2858682	-0.137915087624661	0.147263658403229	-0.13582921237586	0.0189445580753287	-0.114154481687806	-0.11944379049251	0.0108933421460218	-0.00108657106526064	-0.102450283009106
GSM2858683	0.0638959455712099	-0.0759080090532835	0.0620972336838623	-0.0573157202019125	0.167482024306272	0.107518645369532	0.226369760921547	-0.044967892103559	0.0105827182932193
GSM2858690	-0.165679245082585	0.156861350136289	-0.172752540243869	0.058756102445714	-0.0787349467018159	-0.0712433336667562	-0.0918832218697109	0.112041476981324	-0.138004430940415
GSM2858697	0.0726607395081788	-0.0814099871476592	0.0890485796205091	-0.0567319096604015	0.115398762144288	-0.0188179769429824	0.199872334027371	-0.0621318810018863	-0.00369561970276358
GSM2858702	-0.0964041525123755	0.156535932013467	-0.0907124341464121	0.044434261004042	-0.075233568244805	-0.0683620545468475	-0.0316873922311189	-0.0257202374820675	-0.105882042260313
GSM2858704	-0.109417784458159	0.0139389792984952	-0.116306800029108	0.155605125424596	-0.0396769781837773	-0.102494130267731	-0.0623964699772906	-0.0116315746563603	-0.0367322667488181
GSM2858706	0.0379269375750738	-0.0551568255573353	0.0639706719152323	-0.0145379025363568	0.0379193031955932	-0.138137731772182	0.160616716552586	-0.0353556574482249	0.136522365273499
GSM2858707	-0.0294558676700317	0.0832668887699454	0.00291328774518618	0.0138842880133229	-0.0484403197983809	-0.0687121394703825	-0.0417648730462144	-0.0426408124607086	0.150197304423028
GSM2858711	-0.00567478697082422	-0.037643999524654	-0.000867543550934337	0.061743473409206	-0.0400535899960876	-0.08665448036165	-0.0839873342508607	-0.037263635136094	0.0471808782428904
GSM2858712	0.0394160140949333	-0.0365821536349021	0.0530506306690046	-0.0477605437076399	0.0209212748837851	-0.0324777249620567	0.0298706804482737	-0.0184135856093822	-0.048840256516356
GSM2858716	-0.0567970572150794	-0.0234318097561331	-0.0596496069308118	0.106514477718371	-0.0885302602914476	0.00879236919430706	-0.0865033939680979	-0.0228823137189704	-0.0752645204562312
GSM2858718	-0.0562890842782153	-0.021741535312041	-0.0683716604614034	0.112418758552021	0.0989296435336254	-0.042105644432791	0.0197705157097331	-0.0301956406175395	-0.0312087245009905
GSM2858719	-0.061881179077014	0.0401321013830287	-0.0645275845880328	0.0763325335129459	-0.101348068159993	0.027336123039758	-0.0544915881157765	-0.0294152545142843	-0.0549972416986901
GSM2858722	-0.0447522918480779	-0.0227351446724564	-0.0523431745478837	0.102945840340597	0.0248566751988029	0.0480974895920941	0.0927497280230878	-0.0190237832414813	-0.0707200982190072
GSM2858728	0.0649490823619999	-0.0518614044700885	0.0704095383125825	-0.0729520593220671	0.033051843851018	0.100413907063509	0.0995722659770745	-0.0361771713618181	0.10551750888085
GSM2858729	-0.00120646787599705	-0.0490919479962795	0.000795102887363277	0.068671399087231	0.0198748295482112	-0.056504742008738	-0.00738985560054093	-0.0318961691422121	0.0304469703734491
GSM2858730	0.0428215548258352	0.0153851924676512	0.0786976682080479	-0.0839738152572194	0.0956349528650167	-0.0620459473089489	0.0101448859063637	-0.0358226291724805	0.0203128278326046
GSM2858731	-0.115848923867521	0.0825808234625615	-0.131312757524282	0.126343130226566	-0.027138160680867	0.0101142244559158	-0.00366450326105719	-0.0308912031278167	-0.0974971881227175
GSM2858732	-0.0835035575830469	0.14593407507692	-0.0623475073161883	0.00438535556660994	0.00385785881895798	-0.0586020405881235	-0.039446821315465	-0.0208618142954113	0.0082798887981714
GSM2858734	-0.00039470802798955	0.0263367537441491	-0.0134226866935763	-0.0328363890234591	0.101006186951255	0.0316547650181381	0.0327693372431599	-0.0214734726208392	-0.0284246831233198
GSM2858735	-0.0676910717296352	-0.010122096855432	-0.0623158696609984	0.133973972709172	0.0473073324573363	-0.111991095162482	-0.0503106032348799	-0.0208056047681423	-0.0712517339398547
GSM2858736	0.0493222626249036	-0.0209082057771416	0.0574300013158442	-0.0785456174434433	0.0397535878571166	-0.0230205417927629	0.0646645709319803	-0.0403881948200429	0.0590891395326248
GSM2858743	0.0486427175141606	-0.0655462244003653	0.0664522812108126	-0.0514174222808823	0.135568360547897	0.0319382788781424	0.0891739982747493	-0.0402975293953856	0.0421802679805546
GSM2858744	-0.240290743765688	0.275386639842559	-0.253738969567368	0.10640042026499	-0.132986745822749	-0.187688981167498	-0.0926184006181633	0.00691593550995331	-0.120636970857243
GSM2858752	-0.0255989282276664	-0.0379261381045318	-0.0334568739289734	0.0990231100552979	-0.0366063000687242	0.146984677613001	-0.0520906601510681	-0.0256026879588028	-0.0452228927940114
GSM2858754	0.14345258039602	-0.104265920215309	0.114763490447644	-0.157607211335402	0.117232315440455	0.117878661931943	0.264670030535867	-0.0521979370529597	0.00540288769689474
GSM2858757	0.143006501653679	-0.0873701774585304	0.165896971206461	-0.0984266387007474	0.0377646651931832	0.0570547459909622	-0.000469590491414709	0.00836511148510316	0.172281596129385
GSM2858760	-0.106353232622077	0.163640052714417	-0.106278843324998	0.0317816324277547	-0.126023386044717	-0.00544718789012644	-0.0822808284822572	-0.0143028533945033	-0.0794949061669735
GSM2858762	-0.00808350676555208	0.0958523758911035	0.00223586832087661	-0.0327451923865458	0.0749299280464498	-0.0666038671254139	0.0152069133928062	-0.0310537512585567	0.0202046924943974
GSM2858765	0.0560660906380352	-0.0547894393193954	0.0383277401193606	-0.0513801426201024	-0.0750162077541768	-0.0564870251844338	-0.0782049090307781	-0.0368461363837123	-0.0167753741835242
GSM2858770	0.155702795790151	-0.111559070769941	0.141893760595462	-0.168060997453866	0.21263436843758	0.119054260412417	0.0349158227279965	0.433596136883567	0.0101694878563962
GSM2858772	0.0932336794353828	-0.0824496641605788	0.0751087029309848	-0.0936116877771774	-0.112116940635662	0.0897320171449987	-0.0987538635839572	-0.0566722441844512	0.191413861974341
GSM2858773	0.129816664051589	-0.10658260769992	0.102156770319424	-0.156861124702174	0.000302724040140553	0.0795850052619612	-0.0834583823214411	-0.039210757485944	0.0938179387024457
GSM2858775	0.155698555151448	-0.111541604580806	0.152686538925991	-0.178538447118879	0.0993520267438455	0.174262278915633	0.053891236278782	-0.0450562479179573	0.249559097840801
GSM2858777	0.130936703367364	-0.0992763024092893	0.119996957336405	-0.129863375271433	0.0722773260967401	0.265337904084353	-0.0313744261633488	-0.0483920878994743	-0.00622510140642586
GSM2858778	0.024376350510734	-0.0564843117218661	0.000187373871311129	0.0016851364078658	0.0116121043893737	-0.00017775457092093	-0.0467489996971627	-0.0198513406670296	0.0187582258109513
GSM2858784	0.125719544556425	-0.0823825813196355	0.109478149750098	-0.14678986399089	0.10983150496358	0.0281406186308329	0.333108785476769	-0.0644197596322144	0.0920516003152916
GSM2858785	0.000122859849401998	-0.0387106624753131	-0.0240502620494453	0.0549509755806204	-0.0366792388803499	-0.0732426147342444	-0.0815722010482915	-0.0413332562752898	0.0440477335453893
GSM2858788	0.0734791337491858	-0.0768480547391018	0.0571154510365573	-0.0828951630142176	0.192591551776171	-0.0152436146685196	0.130097990472644	-0.0323160518711373	0.0747193047172231
GSM2858789	0.0713351148488668	-0.0675473024503773	0.0685513728301379	-0.0560203555644129	-0.0490987715258573	0.00825267673967581	-0.0657744665170856	-0.0465129394200898	0.125789344377781
GSM2858790	0.0527117686829376	-0.0704969878885361	0.0340927502339616	-0.0748497433428689	0.0900172132190861	0.00155492084517608	0.0562452096844378	-0.0504968332046888	0.0108808636743293
GSM2858791	0.00360895306518939	-0.031628076404816	-0.0164007481182615	0.000112913707732507	-0.0506683822163573	-0.00407158612561905	-0.0590976422496928	-0.0315929787507448	0.116695746485044
GSM2858793	0.166742816988828	-0.105338384086606	0.133354866650493	-0.176832208385274	0.207253454838973	0.134402833787269	0.0437671800153609	-0.0708612897406917	0.204465192624308
GSM2858794	0.0407726127176284	-0.0607815783858959	0.0396562048728178	-0.0500972417628439	0.048202610909723	0.0965970120357163	0.175984023794585	-0.0481625151810988	0.0127678790080574
GSM2858795	0.146485994125583	-0.102302614437601	0.138704213173075	-0.154051307368082	0.218910937123599	0.105759260328148	0.0955762132701293	-0.0445069432129944	0.111550430353738
