treat_Ctrl	treat_Treat
727856	-0.0216307313008403	0.0216307313008403
731275	0.0160938496073992	-0.0160938496073992
107126290	-0.0324515581187787	0.0324515581187787
26683	-0.0327593314797435	0.0327593314797435
4512	-0.0199921680357379	0.0199921680357379
105378580	0.0209676541471969	-0.0209676541471969
400728	0.0192806138050292	-0.0192806138050292
643837	-0.0452109367657038	0.0452109367657038
148398	-0.00863524086993705	0.00863524086993705
339451	-0.0952099885693229	0.0952099885693229
84069	0.0309238810626261	-0.0309238810626261
9636	-0.0426945685107883	0.0426945685107883
375790	-0.0507248855661918	0.0507248855661918
100288175	0.0584316800999829	-0.0584316800999829
254099	-0.062312300105088	0.062312300105088
406984	0.00632447721710048	-0.00632447721710048
406983	0.0686055950386605	-0.0686055950386605
254173	0.0980091054890814	-0.0980091054890814
126792	-0.0113719166490766	0.0113719166490766
6339	0.0224211022972611	-0.0224211022972611
126789	-0.023467409371151	0.023467409371151
80772	0.0891010093471332	-0.0891010093471332
83756	-0.0490141022909567	0.0490141022909567
148413	-0.179999123956155	0.179999123956155
643965	-0.0373283026626048	0.0373283026626048
64856	-0.210661942398106	0.210661942398106
219293	0.0489767115065106	-0.0489767115065106
83858	-0.104845658223187	0.104845658223187
55210	-0.035532500635042	0.035532500635042
142678	0.0309238810626261	-0.0309238810626261
8510	-0.0875636257480817	0.0875636257480817
105378949	0.180167666043175	-0.180167666043175
163688	0.104091545464188	-0.104091545464188
2563	0.0925057778792389	-0.0925057778792389
6497	-0.0621151685079	0.0621151685079
11079	-0.0737174867034422	0.0737174867034422
9651	-0.127156595875979	0.127156595875979
8764	-0.112137005439931	0.112137005439931
127281	0.0309238810626261	-0.0309238810626261
140625	0.0553007971869831	-0.0553007971869831
63976	0.00803303594972945	-0.00803303594972945
100422968	0.107255176106868	-0.107255176106868
27237	0.0733145611174281	-0.0733145611174281
127262	-0.0082002228723465	0.0082002228723465
7161	-0.0974227453451511	0.0974227453451511
148870	0.0546106891334683	-0.0546106891334683
388588	0.0431549994058939	-0.0431549994058939
1677	0.163560569501366	-0.163560569501366
100133612	0.0940586638147402	-0.0940586638147402
284661	-0.0279430818561635	0.0279430818561635
55966	-0.00472227856790104	0.00472227856790104
388591	0.061300053329685	-0.061300053329685
390992	-0.119314387439899	0.119314387439899
83715	-0.0551930014744402	0.0551930014744402
80835	-0.20491101956994	0.20491101956994
3104	0.143526092320406	-0.143526092320406
148479	-0.166335692420376	0.166335692420376
90326	-0.0386018944148764	0.0386018944148764
23261	0.11994276621268	-0.11994276621268
9341	0.0115851985931179	-0.0115851985931179
8863	-0.00899606684900796	0.00899606684900796
11315	-0.0326302364616236	0.0326302364616236
102724539	-0.122434115813386	0.122434115813386
50651	0.134108141006989	-0.134108141006989
100505975	0.243613596707491	-0.243613596707491
765	0.0325463786730785	-0.0325463786730785
102724571	0.106051485734287	-0.106051485734287
9563	0.022418479126672	-0.022418479126672
80176	-0.200972152192357	0.200972152192357
199953	0.0297750927594856	-0.0297750927594856
5293	0.139926034759384	-0.139926034759384
64802	0.030923881062625	-0.030923881062625
116362	0.092709300449834	-0.092709300449834
10277	-0.069175790362586	0.069175790362586
23095	-0.068324614406384	0.068324614406384
5226	-0.0347564611830062	0.0347564611830062
23435	-0.0456249075225229	0.0456249075225229
100873935	-0.0371520832578009	0.0371520832578009
10218	0.0647677332636088	-0.0647677332636088
29914	-0.093960897678575	0.093960897678575
57540	0.134867109873376	-0.134867109873376
101929181	0.131152787325739	-0.131152787325739
93611	0.179821492905443	-0.179821492905443
26270	-0.00855047970651862	0.00855047970651862
374946	0.0335973486810964	-0.0335973486810964
57085	-0.102635744794997	0.102635744794997
284498	-0.0230632782496966	0.0230632782496966
1185	0.00685095868018474	-0.00685095868018474
5351	-0.107435763404228	0.107435763404228
9927	-0.0776004840593401	0.0776004840593401
60672	-0.190255140994991	0.190255140994991
943	0.0838311550937421	-0.0838311550937421
7133	-0.0257197710749789	0.0257197710749789
55187	0.104369663426745	-0.104369663426745
343066	0.0207669797767466	-0.0207669797767466
126767	0.122473799460251	-0.122473799460251
93190	0.0025587112270686	-0.0025587112270686
390999	-0.0397474773308826	0.0397474773308826
65121	0.136988138550222	-0.136988138550222
65122	0.0456606141535403	-0.0456606141535403
391002	0.030020141937361	-0.030020141937361
391003	0.0921275612438944	-0.0921275612438944
343068	0.0210224295294067	-0.0210224295294067
343070	-0.0909741171553282	0.0909741171553282
391004	-0.0184959543211765	0.0184959543211765
645425	0.0449587154345585	-0.0449587154345585
645382	0.0606017761850892	-0.0606017761850892
440560	-0.0919842097810021	0.0919842097810021
10630	-0.171556540326848	0.171556540326848
7799	0.0179457507420046	-0.0179457507420046
23254	0.15141533747278	-0.15141533747278
55092	-0.0901056197259742	0.0901056197259742
114827	0.0416825701290881	-0.0416825701290881
79180	-0.1238461297954	0.1238461297954
11330	0.109582420949873	-0.109582420949873
23341	0.0362001293145437	-0.0362001293145437
107397391	-0.0695946954667811	0.0695946954667811
84301	0.0732882644437602	-0.0732882644437602
23207	-0.116587807502506	0.116587807502506
284723	0.0369081544063344	-0.0369081544063344
388595	0.0226931286075981	-0.0226931286075981
54751	0.139214851730163	-0.139214851730163
23013	-0.0702600034711197	0.0702600034711197
149563	-0.105372355829541	0.105372355829541
26099	-0.0170608356013274	0.0170608356013274
55707	-0.155426100338124	0.155426100338124
107984921	0.0377706631311356	-0.0377706631311356
100500876	-0.122433636795272	0.122433636795272
9696	0.0309238810626261	-0.0309238810626261
100132147	0.0609546903050277	-0.0609546903050277
26870	0.091424447251103	-0.091424447251103
400743	0.107882843007699	-0.107882843007699
29943	-0.0013553072905879	0.0013553072905879
51702	-0.0999778399781105	0.0999778399781105
23569	0.0377614407528785	-0.0377614407528785
353238	0.0983682381471236	-0.0983682381471236
114515514	0.0146616279047719	-0.0146616279047719
55160	-0.0810589660145856	0.0810589660145856
81569	0.0709816449630845	-0.0709816449630845
84966	-0.0101804975468188	0.0101804975468188
127707	0.241514941409932	-0.241514941409932
5081	0.0800554982117042	-0.0800554982117042
101927895	0.138752319242517	-0.138752319242517
51154	-0.0732417402470008	0.0732417402470008
54896	-0.0235702205911617	0.0235702205911617
3362	-0.0571074537869692	0.0571074537869692
23252	0.00474221457933379	-0.00474221457933379
5322	-0.00128730462461993	0.00128730462461993
64600	-0.146911453970617	0.146911453970617
127733	0.0740335412777014	-0.0740335412777014
105376827	-0.0863583435188143	0.0863583435188143
127731	0.00762968675915903	-0.00762968675915903
163933	0.0552262292436389	-0.0552262292436389
978	-0.158494058432592	0.158494058432592
65018	0.12158558564669	-0.12158558564669
100506801	0.0590963572888517	-0.0590963572888517
84224	0.122351141748622	-0.122351141748622
249	-0.0139819400209734	0.0139819400209734
401944	0.0309238810626261	-0.0309238810626261
9923	0.0389381280221313	-0.0389381280221313
2046	0.0309238810626244	-0.0309238810626244
712	-0.120801021057433	0.120801021057433
714	-0.168151084050951	0.168151084050951
713	-0.0751235488569388	0.0751235488569388
2048	-0.0328064884193594	0.0328064884193594
100616391	-0.0557704807151815	0.0557704807151815
23028	0.0238140958370219	-0.0238140958370219
100422866	-0.0463389207207981	0.0463389207207981
259283	0.0940108880362061	-0.0940108880362061
6135	-0.0893320552487503	0.0893320552487503
6924	-0.06021531056351	0.06021531056351
57095	-0.138470390540096	0.138470390540096
11313	-0.100839081117254	0.100839081117254
100616492	0.210910236738375	-0.210910236738375
55629	-0.0624360422146425	0.0624360422146425
284632	0.114419935404633	-0.114419935404633
57822	-0.065795292948042	0.065795292948042
57185	-0.0868862025338798	0.0868862025338798
11123	0.032521876033384	-0.032521876033384
400746	0.0445897496392282	-0.0445897496392282
10250	-0.0142566670230997	0.0142566670230997
25932	-0.111849719917875	0.111849719917875
6007	0.0418090751120097	-0.0418090751120097
23585	-0.0895545639273308	0.0895545639273308
55219	-0.0264465675002772	0.0264465675002772
26119	-0.0170204872054185	0.0170204872054185
57134	0.218453369745654	-0.218453369745654
2134	0.0347324837979126	-0.0347324837979126
149420	-0.0300848181820273	0.0300848181820273
79927	0.0644306746586477	-0.0644306746586477
51042	0.0223279344589877	-0.0223279344589877
10256	-0.00939494806307458	0.00939494806307458
378807	0.177346019027176	-0.177346019027176
101928303	-0.0140865401473624	0.0140865401473624
64793	-0.0124611871668799	0.0124611871668799
83442	-0.0345546716558795	0.0345546716558795
1043	-0.0383757571848056	0.0383757571848056
79727	0.0892768684533183	-0.0892768684533183
79947	0.178814494636088	-0.178814494636088
3151	-0.102270980800687	0.102270980800687
6195	-0.17946329781994	0.17946329781994
8289	-0.105480170813107	0.105480170813107
55650	-0.0542559706188525	0.0542559706188525
84243	-0.0455161810727043	0.0455161810727043
2810	-0.142859686090919	0.142859686090919
10726	-0.151679753410425	0.151679753410425
388610	0.131291473248084	-0.131291473248084
4869	-0.0843709882819131	0.0843709882819131
23038	-0.0849662529381401	0.0849662529381401
84958	-0.0203042704735064	0.0203042704735064
2827	-0.0642977540656837	0.0642977540656837
199870	0.0994892836656254	-0.0994892836656254
23673	0.0177738648103901	-0.0177738648103901
5511	0.0467194181001098	-0.0467194181001098
677774	0.0549463472323916	-0.0549463472323916
9473	0.0241802583177249	-0.0241802583177249
27293	0.116240425353759	-0.116240425353759
55113	-0.0557600886482561	0.0557600886482561
93974	0.191776465037386	-0.191776465037386
83667	0.00326549816585272	-0.00326549816585272
54797	0.00387228188388632	-0.00387228188388632
65979	0.0476329729723402	-0.0476329729723402
1104	-0.00932851738902692	0.00932851738902692
8420	-0.0339315246517461	0.0339315246517461
54952	-0.144821908189832	0.144821908189832
115273	0.0761851639876126	-0.0761851639876126
105378616	0.124992515779574	-0.124992515779574
10691	-0.0169696275664205	0.0169696275664205
51441	0.0305752899724244	-0.0305752899724244
4985	0.0309238810626244	-0.0309238810626244
2035	-0.0575511425037005	0.0575511425037005
10076	-0.0117646146130133	0.0117646146130133
100129196	0.00500894247372047	-0.00500894247372047
51538	0.0909209492629921	-0.0909209492629921
347735	0.115040785902832	-0.115040785902832
149086	0.00510835992446301	-0.00510835992446301
64129	0.0503469952477284	-0.0503469952477284
3061	0.0309238810626244	-0.0309238810626244
10657	-0.108722081941679	0.108722081941679
55116	0.126681750980067	-0.126681750980067
23633	-0.126265506232739	0.126265506232739
200081	-0.0629645313167028	0.0629645313167028
79140	-0.0393943929347821	0.0393943929347821
55721	0.190523495858858	-0.190523495858858
149069	0.0337476316402735	-0.0337476316402735
8668	-0.0350875552778481	0.0350875552778481
84734	0.158797400813535	-0.158797400813535
3932	0.06674255224874	-0.06674255224874
3065	-0.112370690619623	0.112370690619623
81629	-0.059623249252435	0.059623249252435
5928	-0.0701910328638981	0.0701910328638981
57648	0.0439914246617115	-0.0439914246617115
3208	-0.0257082792845641	0.0257082792845641
113451	-0.121356721960056	0.121356721960056
149076	0.106994376656641	-0.106994376656641
101929464	-0.166197829793501	0.166197829793501
7579	-0.0157131125604948	0.0157131125604948
127540	-0.20238097826145	0.20238097826145
402779	0.00293463341219055	-0.00293463341219055
84970	0.00784110387418755	-0.00784110387418755
2709	0.1043936756735	-0.1043936756735
127534	0.158236994423421	-0.158236994423421
2707	-0.130552142207904	0.130552142207904
2701	0.134867109873376	-0.134867109873376
