ME0	ME1	ME2	ME3	ME4	ME5	ME6	ME7	ME8
GSM2858764	-0.00100084234142655	-0.0058930197044128	0.0292135789817145	0.107815143889934	-0.0466817629358006	0.0111087415794919	-0.0355764614581211	-0.0166900340428412	0.00418197076676079
GSM2858766	0.0555408465812761	-0.0629862159895806	0.0455367107527111	0.182474694637262	0.0591344082518899	-0.0253881994841981	-0.00900035206413517	-0.00543307450487423	0.0153113071466573
GSM2858767	0.0753586903369024	-0.08479848106596	0.0554032417827444	0.166862484119572	-0.0676704201085142	-0.108906309310205	-0.0202893700712312	0.0101524921993097	0.0038552934641539
GSM2858768	-0.00783350859682641	-0.00205131301011673	0.0309307624916394	-0.0552164325794336	0.0541208857024683	0.0301915494060765	-0.0372551102125991	-0.0247800302639763	-0.00381630700561937
GSM2858769	-0.117534447337657	0.112919612755265	-0.161637465304499	-0.078546358684083	-0.0122990081094136	0.0705577659997845	0.0293342405200541	0.0386530014721559	0.040779669871229
GSM2858771	-0.126933380958927	0.124364947038927	-0.173108214329052	-0.0910452081972999	0.172524107568602	-0.0238979659284401	-0.0478078802661225	0.0158986008473211	0.0364011395956959
GSM2858774	-0.128059047526688	0.126638213818824	-0.177693991477163	-0.0861199073158553	0.0398215621185532	0.0119403036251761	-0.0487640862068545	0.0258731852686765	0.0462626394883203
GSM2858776	-0.155190670728137	0.141619113317226	-0.194030238466177	-0.0945202915782603	0.149695522960006	0.0309065879157068	-0.0543941919186024	-0.0114715342519432	0.0364011395956959
GSM2858779	-0.0862933053016476	0.085729822516626	-0.111374809571101	-0.0766188665060992	0.00800774107940505	0.169588113543939	0.355678622419754	0.00877882950787432	0.0293620870062823
GSM2858780	-0.159657306231174	0.187751492148972	-0.183210806405104	-0.095124947045214	0.0658820154562489	-0.013600035553456	-0.0577878386263518	0.0643770307874518	0.066127666293651
GSM2858781	-0.117386524654248	0.104649737736224	-0.158353182985279	-0.0752212392868648	-0.0213310378623156	0.135815674996436	-0.0588117880114485	0.00818218191642842	0.0287722037680011
GSM2858782	-0.231104309893549	0.243908400171848	-0.191151744898985	-0.115743883346469	0.019557477832345	0.0550675790794715	-0.0645459516233539	0.05701941174041	-0.971637907593408
GSM2858783	-0.0636497727369994	0.0528678145197446	-0.067381050049733	-0.0448148923581555	-0.0499449654269679	-0.0448118850504392	-0.0460818703051038	0.00527630712695221	0.0258992736574446
GSM2858786	0.0437045086896417	-0.0498948767418755	0.0514661783523971	-0.0441429780696983	0.0429754774428938	-0.0165359427184865	-0.0347351042555937	-0.0182104960360438	0.00267874665743291
GSM2858787	0.00572451797083839	-0.024026551364792	0.038513331244949	-0.0470947245630278	-0.027360385270711	0.107135668566404	0.0438874219077177	-0.0161902736337132	0.00467606525859766
GSM2858792	0.0277933088249987	-0.0390782761544882	0.0455898038913304	-0.0421062737644407	0.0324214687790207	-0.0882691434801686	-0.0313947901247573	-0.0182104960360438	0.00267874665743291
GSM2858680	0.127536152074109	-0.13600127530633	0.0866202168785255	0.225646195902211	-0.11726868960614	-0.0951516261818373	-0.0102959375761957	-0.0231725062010718	0.0420108964214091
GSM2858682	0.126189317193125	-0.145282471673773	0.0781040407851134	0.150761542766986	-0.0943813995514533	-0.117583075269691	0.00855502591495049	-0.0174166981227059	-0.0413912492963767
GSM2858683	-0.053060408970246	0.0518358081655597	-0.0131532842260632	-0.0799450159006594	0.179212561673304	0.105403077992853	-0.0457504477142544	-0.0232646738310611	-0.00231813057347778
GSM2858690	0.150213537979365	-0.1672719379245	0.0866414707332315	0.153481802055355	-0.0894349498581215	-0.0724181684667447	0.1349511913096	-0.05435854738455	0.0012123848329157
GSM2858697	-0.0606899326682993	0.0717746018643605	-0.00986374683027163	-0.0844391113018861	0.143215531907666	-0.0241201427252103	-0.0591521442815595	-0.0189146450295895	0.00198258078917123
GSM2858702	0.0864438976355373	-0.0923697703149532	0.0593962721328813	0.160410667689269	-0.0736178228157554	-0.0703788782610109	-0.0180493797872998	-0.0290933610549615	-0.00808073641293242
GSM2858704	0.115662550902135	-0.103434746743697	0.092459418826988	0.00235026301795023	-0.0574769360610064	-0.101733456442803	0.00449824791913882	-0.00874508695030357	0.0463871369769467
GSM2858706	-0.0238796448457039	0.0411499637992817	0.0296754377783067	-0.0577800517648167	0.0648819167804804	-0.135397354122492	-0.0250513534434225	-0.0234167992471172	-0.00246853130304511
GSM2858707	0.0347155478836594	-0.0205045413015015	0.0460010746937937	0.0928952677215248	-0.0554724270975035	-0.064287997220111	-0.0288242752235411	-0.0305563175992959	-0.00952710702803098
GSM2858711	0.0145615738496746	-0.00730682748932393	0.0418287818871552	-0.0435769395076007	-0.0615478091129193	-0.0869862246037244	-0.0338455915984519	-0.0150526250580619	0.00580081600837428
GSM2858712	-0.031882041853902	0.0377073019194432	0.0256340680132494	-0.0383106026423781	0.0209276927494674	-0.0339086884514638	-0.0276380701820635	-0.0234875333915293	-0.00253846351556238
GSM2858716	0.0609992903435568	-0.0619207471705416	0.0598900473672972	-0.0339213967803056	-0.0977567868590384	-0.00517914384861748	-0.021344539434955	-0.0170204574438322	0.0038552934641539
GSM2858718	0.0612542099007587	-0.0639752673551325	0.0544732312343113	-0.0282841343163313	0.0720911432923637	-0.0425324240373714	-0.0242576460687082	-0.0151151078187573	0.00573904163143191
GSM2858719	0.0662350063266933	-0.0648054038454363	0.0533783061691099	0.0380623986310195	-0.0935593672106004	0.0161209382045151	-0.0236543642553089	-0.0151151078187573	0.00573904163143191
GSM2858722	0.0474746134539382	-0.0476498299627476	0.0489492823717788	-0.0341453968258482	0.0324667086290806	0.0415022322760204	-0.0287277707697182	-0.0125252310260301	0.00829955629896124
GSM2858728	-0.0643309930029132	0.0662168812695986	-0.0473227965437938	-0.0445253416033927	0.0470903179205936	0.0989197385394069	-0.0305430999747361	-0.00543307450487423	0.0153113071466573
GSM2858729	0.0127529043983766	-0.00334500132835768	0.0462513810958751	-0.0560900521204454	0.00339307277408384	-0.0567808378845753	-0.0249934171657971	-0.0136884574657406	0.00714951766820443
GSM2858730	-0.035206105628612	0.0418110701621902	0.0213202637461878	0.0218221749004216	0.0711333195828108	-0.0597921861083285	-0.0265700691737616	-0.0337466614118029	-0.0126812810602959
GSM2858731	0.109167691174022	-0.112389551106139	0.0701826908123347	0.0760048284197491	-0.0355356317562725	0.00215453966710131	-0.0223423061399648	-0.0188955137884583	0.00200149513431
GSM2858732	0.0790769887479974	-0.0736494654641522	0.0636039397277002	0.14931956852638	-0.0128458572088353	-0.0596840820632506	-0.00945128129468024	-0.0337466614118029	-0.0126812810602959
GSM2858734	-0.00596479281591489	-0.0120297750917102	0.0316277371332828	0.0305642244398219	0.0841379041429992	0.0234868817956294	-0.00636282335248171	-0.0195678101145218	0.00133682081132837
GSM2858735	0.0778343851258475	-0.0668724617887163	0.0595770764158744	-0.0209488188431949	0.010825763663116	-0.111732243475728	-0.0159156273114693	-0.0157986472203965	0.00506325169862651
GSM2858736	-0.0487238375695492	0.0492941174507201	-0.00977353306785679	-0.0143782482650277	0.0472047742563843	-0.0227347069394035	-0.0304381845104666	-0.0187263082631454	0.00216878233137179
GSM2858743	-0.0446419588070724	0.0544466565784732	-0.00787560806656399	-0.0688393828733775	0.129903936087928	0.0236560481399085	-0.0461483795120491	-0.011644798814576	0.00917000681518811
GSM2858744	0.222103327602879	-0.235514012580618	0.174424331321679	0.273248811009971	-0.138501965066452	-0.177749471140205	0.0148466706678481	0.965933768882715	-0.0405869995381782
GSM2858752	0.0329744733714451	-0.0312037808245732	0.0513847104969446	-0.0453008039192295	-0.0487331172897382	0.131106096488724	-0.0291582270884646	-0.00368958786916172	0.0170350274085321
GSM2858754	-0.148445629059167	0.128773520060828	-0.189272956471188	-0.0991945466373197	0.166480658022921	0.135917138957793	-0.059077737965543	0.0139284457242852	-0.0246321584805255
GSM2858757	-0.139618587744454	0.164344686053364	-0.160641017705737	-0.0819812949229643	0.0422388622670298	0.0499480949934824	-0.00217891661140206	0.0275557573989843	-0.0104787675031489
GSM2858760	0.0925133315363751	-0.100706896737376	0.0649550013961715	0.167675872357212	-0.119384097484116	-0.0030757204937856	-0.000499380380596779	0.000437186615992489	-0.00569672606149852
GSM2858762	0.0029651450630988	-0.00931463106478462	0.0353327259068567	0.110096577820571	0.062953547172399	-0.0619541443284586	-0.0226187807370047	-0.0253899660390577	-0.00441932777584777
GSM2858765	-0.0646931477305835	0.0526342811478936	-0.0582745605007978	-0.052122587693948	-0.0690288898955321	-0.0541500682138999	-0.0403567251421779	0.0016682750343594	0.0806304241029999
GSM2858770	-0.169741049453029	0.159759642320821	-0.19241265041364	-0.09510536319447	0.200826841142176	0.137021734494677	0.42905153901254	0.012114746199903	0.0270936023501438
GSM2858772	-0.100970063815703	0.0929320257229518	-0.144438225086124	-0.0788661013395246	-0.0953047438005824	0.094372360799436	-0.0596953848825082	0.0420036818382117	0.0352779307492899
GSM2858773	-0.141086989947599	0.118052209581596	-0.185615235669134	-0.0958345566501481	0.00233324925325412	0.0880682639747098	-0.0418224251840196	0.00816514429101304	0.0287553593026974
GSM2858775	-0.165298951543685	0.158865053302832	-0.192620421258727	-0.0970481041289002	0.106209129227639	0.180368421964502	-0.0509806221465004	0.016586102541253	0.0370808468992275
GSM2858777	-0.139651602588772	0.130802600086516	-0.180459918193232	-0.0895198577614365	0.0639476784775001	0.267625993980294	-0.0606416904017683	0.0230276009998133	0.0434493163686355
GSM2858778	-0.0235557038786892	0.00385664107835233	0.0256000635014504	-0.0593902365388101	-0.00204015103525217	-0.00214919597900268	-0.0253519443431293	-0.0138565973515374	0.0413239169955133
GSM2858784	-0.131760164225803	0.123045666671651	-0.18392205918361	-0.0757963921989605	0.170825516667286	0.0370727310414379	-0.0600151279626564	0.0276722147357986	0.0287553593026974
GSM2858785	-0.000935475038913003	-0.00322400751124163	0.0345776563965251	-0.0432427338673758	-0.0442678870810588	-0.0708806134420196	-0.0350236306943087	0.00157102601026114	0.0222360003028012
GSM2858788	-0.0791644117296948	0.062374861210483	-0.0864839467040952	-0.0750162037063425	0.173578667229687	-0.00854308094630773	-0.0326760775047269	-0.00393241347958485	0.0167949547769358
GSM2858789	-0.0719279061107636	0.0704900658410854	-0.0650440650424915	-0.0663573696838341	-0.0418097425257671	0.00768842926012675	-0.0438452975482605	-0.00125244954673355	-0.014908891416727
GSM2858790	-0.054603233683756	0.0327317924266098	-0.0250722062695413	-0.068884237546117	0.0855280990536238	0.00211039474018028	-0.0502927881355681	-0.0189831593820984	0.00191484320218333
GSM2858791	-0.0090956383851537	-0.0111266043580688	0.0278736870996601	-0.0422101930471917	-0.0516268914477525	-0.0106537486197458	-0.0285500979111832	-0.0151151078187573	0.00573904163143191
GSM2858793	-0.177615707362781	0.157765295769068	-0.194108124592733	-0.091681776619835	0.192611950280977	0.140539036172061	-0.0761981140301726	0.0248677237272379	0.04526857713303
GSM2858794	-0.0413587729185937	0.0318189064880017	0.00073687919595704	-0.0606588189820921	0.0761453756977883	0.0990219096620981	-0.0393576781424174	-0.0170204574438322	0.0038552934641539
GSM2858795	-0.150254777905105	0.14357190614913	-0.183876895075079	-0.0880438931833253	0.203847696186932	0.119741117710109	-0.0517251844075988	0.0145093738487471	0.0350276626347974
