treat_Ctrl	treat_Treat
Cluster_0	0.017049400929479	-0.017049400929479
Cluster_1	-0.0525647629356616	0.0525647629356616
Cluster_2	-0.0542490651238187	0.0542490651238187
Cluster_3	-0.00568101054148073	0.00568101054148073
Cluster_4	0.164773749211174	-0.164773749211174
Cluster_5	0.096278003157213	-0.096278003157213
Cluster_6	-0.101694308776649	0.101694308776649
Cluster_7	-0.249245637571841	0.249245637571841
Cluster_8	-0.271113970100141	0.271113970100141
Cluster_9	0.149410270025146	-0.149410270025146
Cluster_10	-0.0762989669590777	0.0762989669590777
Cluster_11	0.116224806938098	-0.116224806938098
Cluster_12	0.0971532659715088	-0.0971532659715088
Cluster_13	0.117400817065546	-0.117400817065546
Cluster_14	0.151971825868126	-0.151971825868126
Cluster_15	-0.0158316210861528	0.0158316210861528
Cluster_16	0.0925149827695334	-0.0925149827695334
Cluster_17	0.109878268401182	-0.109878268401182
Cluster_18	0.112774098085152	-0.112774098085152
Cluster_19	0.13188498283406	-0.13188498283406
Cluster_20	-0.135051664119856	0.135051664119856
Cluster_21	-0.297263071772083	0.297263071772083
Cluster_22	-0.226352433949234	0.226352433949234
Cluster_23	-0.214015415677554	0.214015415677554
Cluster_24	0.0370266305097918	-0.0370266305097918
Cluster_25	0.271522558429875	-0.271522558429875
Cluster_26	-0.302183793973851	0.302183793973851
Cluster_27	0.159181852285544	-0.159181852285544
Cluster_28	0.116808755399335	-0.116808755399335
Cluster_29	0.135765320230179	-0.135765320230179
Cluster_30	0.114455693991636	-0.114455693991636
Cluster_31	0.0968665684216878	-0.0968665684216878
Cluster_32	-0.269922623862109	0.269922623862109
Cluster_33	-0.275390243699724	0.275390243699724
Cluster_34	-0.1312767376428	0.1312767376428
Cluster_35	0.0741415834237272	-0.0741415834237272
Cluster_36	0.101374966933743	-0.101374966933743
Cluster_37	-0.0413222192535037	0.0413222192535037
Cluster_38	0.135065217694114	-0.135065217694114
Cluster_39	-0.116871200742881	0.116871200742881
Cluster_40	-0.196102457557921	0.196102457557921
Cluster_41	0.192805523163936	-0.192805523163936
Cluster_42	-0.0867775428747183	0.0867775428747183
Cluster_43	0.207033764266008	-0.207033764266008
Cluster_44	-0.128536685839057	0.128536685839057
Cluster_45	-0.27025274066972	0.27025274066972
Cluster_46	0.159941513307623	-0.159941513307623
Cluster_47	-0.104489601993259	0.104489601993259
Cluster_48	-0.22987591583883	0.22987591583883
Cluster_49	0.113882698613588	-0.113882698613588
Cluster_50	0.180757273012698	-0.180757273012698
Cluster_51	0.266671576205558	-0.266671576205558
Cluster_52	0.147486021647515	-0.147486021647515
