A	B	correlation	p-value
ME51	ME43	-0.0480466426309494	0.797435644144635
treat_Ctrl	ME43	0.207033764266008	0.263777881406843
ME46	ME43	0.0620879198613249	0.740036251059036
ME13	ME43	0.0547036267840251	0.770073009459652
ME18	ME43	0.0335558874908169	0.857777678328096
ME29	ME43	0.00190692600449672	0.991876884694225
ME32	ME43	0.0782685569814533	0.675569993158981
ME34	ME43	-0.0537097349609214	0.774141952729572
ME45	ME43	0.0603554495513145	0.747051516008132
ME21	ME43	0.0791854706541968	0.671978520885447
treat_Treat	ME43	-0.207033764266008	0.263777881406843
ME40	ME43	-0.954698466452954	8.31905787658894e-17
ME24	ME43	-0.0759566986662646	0.684656301038772
ME25	ME43	-0.0524594403163433	0.779268943204007
ME35	ME43	-0.0409757614028299	0.826759335455024
ME38	ME43	0.0406818284700978	0.827983563744748
ME14	ME43	-0.0369840687963287	0.843417620731345
ME41	ME43	0.0576747087888115	0.757945642001237
ME17	ME43	-0.0185632338489221	0.921045585167449
ME36	ME43	-0.133363508315014	0.474468622480767
ME20	ME43	-0.0448862250309474	0.810511289110421
ME48	ME43	-0.100638010034353	0.59011234656937
ME3	ME43	-0.36729860428115	0.0420865155823098
ME0	ME43	-0.137269423158629	0.461503838145403
ME2	ME43	-0.0980319239125426	0.599822861876423
ME22	ME43	-0.0890159551489917	0.6339319113234
ME6	ME43	-0.133453729377303	0.474167033377236
ME23	ME43	-0.136197011100434	0.465044672567097
ME8	ME43	0.0572854449781443	0.75953139938321
ME28	ME43	0.0938943297533059	0.615378773644941
ME33	ME47	0.0160430017472625	0.931738047186884
ME49	ME47	-0.960467765736311	1.1977216061306e-17
ME31	ME47	0.0716897424777701	0.701539958022332
ME43	ME47	-0.0218079605027464	0.907299485100138
ME47	ME47	1	0
ME12	ME47	0.158063644550702	0.395740489333776
ME4	ME47	0.14306770349513	0.442608751462712
ME15	ME47	0.113666367981791	0.542631296907942
ME16	ME47	0.0676989249482282	0.717458499342564
ME7	ME47	0.0712328418794943	0.703356311032841
ME10	ME47	0.0904750791697455	0.628359102533611
ME30	ME47	0.0493167936630323	0.792195547551959
ME37	ME47	0.111811712052822	0.549278845267724
ME42	ME47	-0.000343933887996938	0.998534888688332
ME26	ME47	0.0474795746480916	0.799777932131965
ME44	ME47	0.106656157701131	0.567954852305788
ME39	ME47	0.138006260715506	0.459079279327939
ME27	ME47	0.12108194297115	0.516438068864215
ME1	ME47	0.249757572552408	0.17540638667396
ME5	ME47	0.127128914641595	0.495549069050818
ME9	ME47	0.0761200036256623	0.684013023872755
ME11	ME47	-0.0375698692872757	0.840968598328678
ME52	ME47	0.0560717308090094	0.764481872836271
ME19	ME47	0.0507004083344463	0.786497457401636
ME50	ME47	0.000218426811640147	0.999069531368336
ME51	ME47	0.0196703144464896	0.91635279098628
treat_Ctrl	ME47	-0.104489601993259	0.575888092650594
ME46	ME47	0.0832176305327843	0.656269819295928
ME13	ME47	0.0341894836651358	0.855120152829574
ME18	ME47	0.0935554135333703	0.616660390510419
ME29	ME47	0.00628654444864956	0.973224928309117
ME32	ME47	0.0269008389291662	0.885778203877586
ME34	ME47	-0.101813137747016	0.585756276288666
ME45	ME47	0.0747195646012739	0.689536527001213
ME21	ME47	0.0369730014024847	0.84346390342837
treat_Treat	ME47	0.104489601993259	0.575888092650594
ME40	ME47	0.0640376162401387	0.732165826491368
ME24	ME47	-0.096252512021304	0.606492186609374
ME25	ME47	-0.0401160010955812	0.830341342611673
ME35	ME47	-0.0442365004349314	0.813205745890091
ME38	ME47	0.0318423155380506	0.864972575647982
ME14	ME47	-0.0352569391499921	0.850646401370043
ME41	ME47	-0.126933531885165	0.496217259087023
ME17	ME47	0.00722596481312499	0.969225593253332
ME36	ME47	-0.0200304985747881	0.914826597140659
ME20	ME47	-0.0500186319895891	0.78930385842546
ME48	ME47	-0.0842998798733061	0.652077581546538
ME3	ME47	-0.281408283650482	0.125125697257356
ME0	ME47	-0.191676285824218	0.3016181708902
ME2	ME47	-0.207027504569179	0.263792642131029
ME22	ME47	-0.105553825671456	0.571985051844373
ME6	ME47	-0.10320353031512	0.580620586960169
ME23	ME47	-0.10834776098095	0.561795396296374
ME8	ME47	0.028497646447055	0.879046156772019
ME28	ME47	-0.00800096621835872	0.965926776253698
ME33	ME12	0.00515502012049971	0.978042933586925
ME49	ME12	7.7788174356809e-05	0.999668632851532
ME31	ME12	0.00119178278464595	0.994923198123181
ME43	ME12	0.0706325577727505	0.705745105894265
ME47	ME12	0.158063644550702	0.395740489333776
ME12	ME12	1	0
ME4	ME12	0.220256640776519	0.233798120499026
ME15	ME12	0.210604471224858	0.25544583050668
ME16	ME12	0.185071404953455	0.318893733526057
ME7	ME12	0.153007943692867	0.411214223976378
ME10	ME12	0.399343899648834	0.0260409036922393
ME30	ME12	0.0479105991900222	0.797997418176477
ME37	ME12	0.0862966805503724	0.644370051314095
ME42	ME12	0.160729844455057	0.387716325315965
ME26	ME12	0.0811009184147098	0.664498794075197
ME44	ME12	0.0610486733048139	0.744242037828758
ME39	ME12	0.0289573354337533	0.877109648514798
ME27	ME12	0.127737482934164	0.493470744324336
ME1	ME12	0.420219765077615	0.0185885304439199
ME5	ME12	0.0600034781297607	0.748479198142534
ME9	ME12	0.0624254729780383	0.738671763696087
ME11	ME12	-0.0942267425708994	0.614122828197769
ME52	ME12	-0.114452814700537	0.539823992064713
ME19	ME12	0.0244866708663379	0.895970892292187
ME50	ME12	-0.015198894606921	0.935322000045055
ME51	ME12	0.0971857544885294	0.602990428273082
treat_Ctrl	ME12	0.0971532659715088	0.603112188392083
ME46	ME12	0.0306948143610294	0.869796641457511
ME13	ME12	-0.076931720052475	0.680818808387359
ME18	ME12	0.0459721782354018	0.806012518364793
ME29	ME12	-0.00323508480273247	0.986219622979511
ME32	ME12	0.04974097840316	0.790447510456579
ME34	ME12	-0.967803971001065	6.39937685125028e-19
ME45	ME12	-0.0247272185836055	0.894954536004124
ME21	ME12	-0.020146869749205	0.914333565510482
treat_Treat	ME12	-0.0971532659715088	0.603112188392083
ME40	ME12	-0.00931018389268519	0.960355333885668
ME24	ME12	-0.300708707227163	0.100223703674283
ME25	ME12	0.0094255858016403	0.959864319373033
ME35	ME12	-0.215898345104632	0.243415052264279
ME38	ME12	-0.0401743081763472	0.830098312217979
ME14	ME12	-0.175775798912077	0.344223756555549
ME41	ME12	-0.202970213502893	0.273473572423796
ME17	ME12	-0.0838562416898366	0.653794823362189
ME36	ME12	-0.110344602428348	0.554564128333999
ME20	ME12	0.115690778805313	0.535418949088861
ME48	ME12	-0.174939835942686	0.346559709437735
ME3	ME12	-0.332256559881478	0.067823323097777
ME0	ME12	-0.418221879566088	0.0192148563658115
ME2	ME12	-0.528920679439637	0.00221933337872931
ME22	ME12	0.0899970813465637	0.630182522550486
ME6	ME12	-0.0239125084733744	0.898397479956785
ME23	ME12	-0.0754772356697247	0.686546212135187
ME8	ME12	-0.0500996711054542	0.788970140146293
ME28	ME12	-0.0204645644423774	0.912987742771804
ME33	ME4	-0.0632911545413513	0.735175998653316
ME49	ME4	-0.0911719215243153	0.625704701662152
ME31	ME4	-0.0301084024833927	0.872263686454639
ME43	ME4	0.00605323025463809	0.974218304677413
ME47	ME4	0.14306770349513	0.442608751462712
ME12	ME4	0.220256640776519	0.233798120499026
ME4	ME4	1	0
ME15	ME4	0.699934820010802	1.17285823985439e-05
ME16	ME4	0.0288478823079368	0.877570673327222
ME7	ME4	-0.00802345046189687	0.965831079374469
ME10	ME4	0.0231376658081066	0.901673627687994
ME30	ME4	-0.0630955123521386	0.735965582609831
ME37	ME4	0.0496579978688804	0.790789389447415
ME42	ME4	0.203156323068644	0.273024536809859
ME26	ME4	-0.0457146722638356	0.807078742347598
ME44	ME4	-0.0491463950074434	0.792898028254876
ME39	ME4	0.120134732047693	0.519748853321343
ME27	ME4	0.141339243206049	0.44819704649766
ME1	ME4	0.490391318982299	0.00509911932100553
ME5	ME4	0.086968047698006	0.641786677651951
ME9	ME4	0.0558015054771375	0.765585312154954
ME11	ME4	-0.116532461496642	0.532433825751804
ME52	ME4	-0.111909689296868	0.548926721034918
ME19	ME4	0.0655789581943019	0.725962611762548
ME50	ME4	-0.00948832635741807	0.959597375553593
ME51	ME4	0.111499003060971	0.550403407602275
treat_Ctrl	ME4	0.164773749211174	0.375726828294132
ME46	ME4	0.084016124152705	0.653175747048739
ME13	ME4	-0.0877239446210152	0.63888294789769
ME18	ME4	-0.017033401634815	0.927534633098651
ME29	ME4	-0.0257989945147785	0.890428101495121
ME32	ME4	0.0157670617101918	0.932909506528603
ME34	ME4	-0.188914603384035	0.308768362301661
ME45	ME4	0.0126304551649659	0.94623456187024
ME21	ME4	-0.0878445802660365	0.638420017171479
treat_Treat	ME4	-0.164773749211174	0.375726828294132
ME40	ME4	0.0456587359100246	0.807310396241295
ME24	ME4	-0.728780125001043	3.33543418348155e-06
ME25	ME4	0.0258017973280951	0.890416268736502
ME35	ME4	-0.000796348944259524	0.99660767031558
ME38	ME4	-0.0849072628589354	0.649729346049783
ME14	ME4	-0.159307757541772	0.391984465639787
ME41	ME4	-0.212952831369805	0.250061568375108
ME17	ME4	-0.105775860585846	0.571172242867461
ME36	ME4	-0.0921357460069961	0.62204088311804
ME20	ME4	-0.90654162821713	2.20879687249529e-12
ME48	ME4	-0.695476567542313	1.40617031443439e-05
ME3	ME4	-0.358717382187086	0.0475139926826142
ME0	ME4	-0.466431852549614	0.00817073448255086
ME2	ME4	-0.519011010759642	0.00277433529561653
ME22	ME4	-0.703837628425358	9.97940401731381e-06
ME6	ME4	-0.0430460089893526	0.818148220777164
ME23	ME4	-0.184889466250948	0.319378118168167
ME8	ME4	-0.11932999319046	0.522569779305192
ME28	ME4	-0.0407184476468336	0.827831023520658
ME33	ME15	0.013820275104448	0.941178052074033
ME49	ME15	-0.0133448762737498	0.94319814870266
ME31	ME15	-0.00907758127027289	0.961345059614475
ME43	ME15	0.129655270236446	0.486950332112569
ME47	ME15	0.113666367981791	0.542631296907942
ME12	ME15	0.210604471224858	0.25544583050668
ME4	ME15	0.699934820010802	1.17285823985439e-05
ME15	ME15	1	0
ME16	ME15	0.41211340013043	0.02123904967563
ME7	ME15	0.586795878435726	0.000520986401321167
ME10	ME15	0.66951818796019	3.80687383836855e-05
ME30	ME15	0.00597704735586424	0.97454267509266
ME37	ME15	0.456060488305782	0.00992119196360496
ME42	ME15	0.230787630617007	0.211624237674797
ME26	ME15	-0.025808495640322	0.890387990274723
ME44	ME15	-0.0863824783239107	0.644039679874197
ME39	ME15	0.168487371107123	0.364910023436138
ME27	ME15	0.33258316112628	0.0675369945400555
ME1	ME15	0.607138541897036	0.000292734160848304
ME5	ME15	0.0762697674441606	0.683423277686741
ME9	ME15	0.0507144534425376	0.786439670898174
ME11	ME15	-0.0902138113496474	0.62935549654901
ME52	ME15	-0.138692397928737	0.456827642445242
ME19	ME15	0.0195622023832318	0.916810947157109
ME50	ME15	0.0214308788920372	0.908895695650078
ME51	ME15	0.135517428970994	0.467295864731269
treat_Ctrl	ME15	-0.0158316210861528	0.932635417588619
ME46	ME15	-0.0174673796010342	0.925693358626893
ME13	ME15	-0.130925465609655	0.482656114062032
ME18	ME15	0.0121457480959184	0.948295074551353
ME29	ME15	-0.0137000163263557	0.941689030369022
ME32	ME15	0.039434648380216	0.833182430283076
ME34	ME15	-0.101685862195206	0.586227389536866
ME45	ME15	-0.00486186465866416	0.97929131346476
ME21	ME15	-0.111024929643875	0.552110312553301
treat_Treat	ME15	0.0158316210861528	0.932635417588619
ME40	ME15	-0.100762609237013	0.589649801740516
ME24	ME15	-0.913228968945108	7.86546907385137e-13
ME25	ME15	-0.553014905380897	0.00125297590254321
ME35	ME15	-0.669586159221376	3.79743952339508e-05
ME38	ME15	-0.0819534170378863	0.661179926911086
ME14	ME15	-0.199339816627927	0.282328429867015
ME41	ME15	-0.222248281040317	0.229489519839789
ME17	ME15	-0.1158482320034	0.534859916611394
ME36	ME15	-0.142440135624928	0.444633366989095
ME20	ME15	-0.57426182956556	0.00072950855415449
ME48	ME15	-0.692604487015246	1.57784225027413e-05
ME3	ME15	-0.461878671417834	0.0089039622673988
ME0	ME15	-0.61824430753242	0.000210128616261318
ME2	ME15	-0.711024510364146	7.36204254592139e-06
ME22	ME15	-0.390847081728247	0.0297029925173608
ME6	ME15	0.0323319911227916	0.862915431729895
ME23	ME15	-0.294176837858483	0.108191897181417
ME8	ME15	-0.106833268402409	0.567308525945879
ME28	ME15	-0.10883275601805	0.560035095225851
ME33	ME16	0.00404220469572461	0.982782017824858
ME49	ME16	-0.0188065788858233	0.920013843251259
ME31	ME16	0.00693623593906197	0.970458963968716
ME43	ME16	0.00504137788278717	0.978526864386588
ME47	ME16	0.0676989249482282	0.717458499342564
ME12	ME16	0.185071404953455	0.318893733526057
ME4	ME16	0.0288478823079368	0.877570673327222
ME15	ME16	0.41211340013043	0.02123904967563
ME16	ME16	1	1.55017652127766e-228
ME7	ME16	0.0739334343594416	0.692644024147778
ME10	ME16	0.675423133329102	3.06138712013255e-05
ME30	ME16	-0.00209883924991744	0.991059404394309
ME37	ME16	-0.00817113844413934	0.96520250509774
ME42	ME16	0.0506393300786232	0.786748767730998
ME26	ME16	-0.00918796627644556	0.960875363543988
ME44	ME16	-0.0394048527607879	0.833306718695263
ME39	ME16	0.0462024854185761	0.805059202345273
ME27	ME16	0.62202724951025	0.000187150257622252
ME1	ME16	0.240729041844079	0.192054477145365
ME5	ME16	-0.0361742351613617	0.846805604086453
ME9	ME16	0.0736192275067469	0.693887428735364
ME11	ME16	-0.0715376873359286	0.702144256088847
ME52	ME16	-0.0843942595458537	0.65171248010904
ME19	ME16	-0.012922763640838	0.944992108524815
ME50	ME16	-0.0111774065644704	0.952412508218636
ME51	ME16	0.077538488626745	0.678434623688735
treat_Ctrl	ME16	0.0925149827695334	0.620601699525205
ME46	ME16	-0.0157185260126715	0.933115571381657
ME13	ME16	-0.0572771609997151	0.759565156544976
ME18	ME16	-0.0114612843178624	0.951205317336134
ME29	ME16	-0.0484340615778716	0.795836392320321
ME32	ME16	-0.00424173409805385	0.981932246288413
ME34	ME16	-0.0923169013795262	0.621353236811381
ME45	ME16	-0.0340625558264347	0.855652409174395
ME21	ME16	-0.0573902772522169	0.759104246015613
treat_Treat	ME16	-0.0925149827695334	0.620601699525205
ME40	ME16	0.00114836791980421	0.995108136188018
ME24	ME16	-0.0836663525285843	0.654530380977851
ME25	ME16	0.00710128876727433	0.969756328602692
ME35	ME16	-0.720851442058145	4.78508971112333e-06
ME38	ME16	-0.063153180577356	0.735732814382604
ME14	ME16	-0.0896915752126313	0.631349057571943
ME41	ME16	-0.106444945255519	0.56872606144532
ME17	ME16	-0.0730028749470988	0.696328774668641
ME36	ME16	-0.0822987783657334	0.659837187938545
ME20	ME16	0.0616077767914799	0.741978463113982
ME48	ME16	-0.680819623634705	2.49774862448834e-05
ME3	ME16	-0.234652599788638	0.203860117721493
ME0	ME16	-0.315241651436919	0.0840923837914169
ME2	ME16	-0.31161842763381	0.0879139538727705
ME22	ME16	0.0884337521466598	0.636161032304633
ME6	ME16	0.0594269415200064	0.7508195353596
ME23	ME16	-0.53470282869499	0.00194223331644779
ME8	ME16	-0.0525496941939879	0.778898538244916
ME28	ME16	-0.0351274047904569	0.851189045521868
ME33	ME7	0.0132476351707948	0.943611395165985
ME49	ME7	0.0410511568739455	0.82644537807042
ME31	ME7	0.0165041530457037	0.929780616815671
ME43	ME7	0.0949987375151422	0.611210160362962
ME47	ME7	0.0712328418794943	0.703356311032841
ME12	ME7	0.153007943692867	0.411214223976378
ME4	ME7	-0.00802345046189687	0.965831079374469
ME15	ME7	0.586795878435726	0.000520986401321167
ME16	ME7	0.0739334343594416	0.692644024147778
ME7	ME7	1	0
ME10	ME7	0.744691136161142	1.5550835249453e-06
ME30	ME7	0.0798436981677147	0.669404660499798
ME37	ME7	0.712705194507254	6.84759846216992e-06
ME42	ME7	0.107946284112376	0.56325447976316
ME26	ME7	0.105051514195389	0.573825795277558
ME44	ME7	0.0266693811821352	0.886754675718766
ME39	ME7	0.105084841639033	0.573703583036096
ME27	ME7	0.0293766577074314	0.875343798168156
ME1	ME7	0.391617382415618	0.029354615364976
ME5	ME7	0.0960482922576044	0.607259616855674
ME9	ME7	-0.0124537320133824	0.946985781578952
ME11	ME7	0.027248778269077	0.884310630049875
ME52	ME7	-0.0521874160368308	0.780385626955097
ME19	ME7	-0.0167336148850254	0.928806778573097
ME50	ME7	-0.00563450219554414	0.976001207338978
ME51	ME7	0.0909569000273131	0.626523270059716
treat_Ctrl	ME7	-0.249245637571841	0.176322142503353
ME46	ME7	0.00607938818978221	0.974106930738454
ME13	ME7	-0.0494807501245839	0.791519776064689
ME18	ME7	0.120753568592409	0.517584661323471
ME29	ME7	-0.0039137887678684	0.983328935539346
ME32	ME7	0.0341521108173031	0.855276864814296
ME34	ME7	-0.0392976714863351	0.833753843550407
ME45	ME7	0.00418133063306269	0.982189495315721
ME21	ME7	-0.0482872697372218	0.796442248682373
treat_Treat	ME7	0.249245637571841	0.176322142503353
ME40	ME7	-0.0945589750537798	0.612868634441019
ME24	ME7	-0.626855195458928	0.000161083096994354
ME25	ME7	-0.97319312625474	4.65102030351932e-20
ME35	ME7	-0.718996960904845	5.19747642106935e-06
ME38	ME7	-0.0219557668506176	0.906673907772505
ME14	ME7	-0.131769109028211	0.479814773907295
ME41	ME7	-0.133325781087824	0.474594765861103
ME17	ME7	-0.0554768398410638	0.76691164917409
ME36	ME7	-0.0973820698159351	0.602254902832149
ME20	ME7	0.152872789979991	0.411632492397305
ME48	ME7	0.102862310565378	0.581879098514533
ME3	ME7	-0.29416955067922	0.108201044161547
ME0	ME7	-0.371807850163818	0.0394404360023478
ME2	ME7	-0.488714257399596	0.00527594618566476
ME22	ME7	0.145747875008716	0.434018620952042
ME6	ME7	0.0298369670096567	0.873406020215336
ME23	ME7	0.0374034873503488	0.841664034537895
ME8	ME7	-0.016958305095416	0.927853289015455
ME28	ME7	-0.0952778681907523	0.61015845457086
ME33	ME10	0.0775630730798869	0.678338087684684
ME49	ME10	0.0476899239116761	0.798908879214888
