A	B	correlation	p-value
ME31	ME10	0.0409029398317518	0.827062599662372
ME43	ME10	0.125924074090519	0.499676744203435
ME47	ME10	0.0904750791697455	0.628359102533611
ME12	ME10	0.399343899648834	0.0260409036922393
ME4	ME10	0.0231376658081066	0.901673627687994
ME15	ME10	0.66951818796019	3.80687383836855e-05
ME16	ME10	0.675423133329102	3.06138712013255e-05
ME7	ME10	0.744691136161142	1.5550835249453e-06
ME10	ME10	1	0
ME30	ME10	0.11333142171625	0.543829011811532
ME37	ME10	0.535853090588601	0.00189084851764201
ME42	ME10	0.15042839251522	0.419238481164677
ME26	ME10	0.0654906082918635	0.726317725418521
ME44	ME10	-0.00245715409300019	0.98953313851605
ME39	ME10	0.144282882742399	0.438702661299264
ME27	ME10	0.431539436966225	0.0153508391099107
ME1	ME10	0.480723847846587	0.00619223011212093
ME5	ME10	0.0555941012880742	0.766432533187358
ME9	ME10	0.07308438916702	0.696005728678554
ME11	ME10	-0.023295439975909	0.901006405123804
ME52	ME10	-0.0810132325035006	0.664840519572217
ME19	ME10	0.00549219598201717	0.976607159403845
ME50	ME10	-0.00560422648899485	0.97613012280725
ME51	ME10	0.132032146546184	0.478930650086529
treat_Ctrl	ME10	-0.0762989669590777	0.683308315922682
ME46	ME10	-0.0573805131409321	0.759144028277804
ME13	ME10	-0.0961111734073312	0.607023274249426
ME18	ME10	0.117059541085527	0.530568550918852
ME29	ME10	-0.0247895773792782	0.894691085749822
ME32	ME10	0.0263620366028535	0.888051549734088
ME34	ME10	-0.266088869197411	0.147932773869271
ME45	ME10	-0.0370215621364545	0.84326083126622
ME21	ME10	-0.0913811828812919	0.624908481010109
treat_Treat	ME10	0.0762989669590777	0.683308315922682
ME40	ME10	-0.122091352636907	0.512921316611912
ME24	ME10	-0.523355911404987	0.00251775926272547
ME25	ME10	-0.65076107202405	7.37651771557522e-05
ME35	ME10	-0.953815237298327	1.09445086030953e-16
ME38	ME10	-0.090122714033015	0.629703063752378
ME14	ME10	-0.1857494067917	0.31709266914382
ME41	ME10	-0.216051127562549	0.243073539766359
ME17	ME10	-0.113495888246003	0.543240749870842
ME36	ME10	-0.18067266697239	0.330732282397638
ME20	ME10	0.178431488378475	0.336866254663745
ME48	ME10	-0.361109227911929	0.0459480960524475
ME3	ME10	-0.425738390076246	0.016945773274986
ME0	ME10	-0.558933713279059	0.00108160999648293
ME2	ME10	-0.620684368801281	0.000195037668308473
ME22	ME10	0.179928506816609	0.332761366690827
ME6	ME10	0.0432023671182017	0.817498685361537
ME23	ME10	-0.330862388035385	0.0690562278482621
ME8	ME10	-0.113701813044852	0.542504623864568
ME28	ME10	-0.136618687834539	0.463650698237872
ME33	ME30	0.0335646689924393	0.857740835112816
ME49	ME30	0.0225694760966294	0.904077028175074
ME31	ME30	0.0129597163556013	0.944835050459158
ME43	ME30	0.0915580635440257	0.624235789173403
ME47	ME30	0.0493167936630323	0.792195547551959
ME12	ME30	0.0479105991900222	0.797997418176477
ME4	ME30	-0.0630955123521386	0.735965582609831
ME15	ME30	0.00597704735586424	0.97454267509266
ME16	ME30	-0.00209883924991744	0.991059404394309
ME7	ME30	0.0798436981677147	0.669404660499798
ME10	ME30	0.11333142171625	0.543829011811532
ME30	ME30	1	0
ME37	ME30	0.632178509525926	0.00013613140319656
ME42	ME30	0.091883584257332	0.622998582318415
ME26	ME30	-0.00145390365556894	0.993806624941992
ME44	ME30	0.0481059265884674	0.79719086967506
ME39	ME30	0.031085150288115	0.868155155137912
ME27	ME30	0.0144869211482379	0.938345901371131
ME1	ME30	0.166905673861567	0.369494363124634
ME5	ME30	0.0769433480802673	0.680773089714365
ME9	ME30	-0.0311855942699983	0.867732843151983
ME11	ME30	-0.0530485412458175	0.776852113097822
ME52	ME30	-0.114935973368822	0.538102727990938
ME19	ME30	0.0319955350511595	0.864328801398159
ME50	ME30	-0.0620992937191341	0.739990261991441
ME51	ME30	0.0722907584990048	0.699153150856718
treat_Ctrl	ME30	0.114455693991636	0.53981372679658
ME46	ME30	0.0630416343226266	0.736183073087305
ME13	ME30	-0.0608845851312249	0.744906760181057
ME18	ME30	-0.0287854870161592	0.877833504610989
ME29	ME30	-0.0550895858004166	0.768494520868537
ME32	ME30	0.0288160930697805	0.877704579371622
ME34	ME30	0.00435267735737807	0.981459760738057
ME45	ME30	-0.061779404000789	0.741284039675928
ME21	ME30	-0.0331427217507345	0.859511465616605
treat_Treat	ME30	-0.114455693991636	0.53981372679658
ME40	ME30	-0.0540714082363043	0.77266059395779
ME24	ME30	0.00915458748805519	0.961017391318476
ME25	ME30	-0.00998392090185794	0.957488910095887
ME35	ME30	-0.0173023997767136	0.926393288365719
ME38	ME30	-0.0767084010110386	0.681697061744828
ME14	ME30	-0.163374565114893	0.379850402697331
ME41	ME30	-0.151223148266291	0.416756973507646
ME17	ME30	-0.0696829344124458	0.709529683566794
ME36	ME30	-0.0975120715946875	0.601768042118136
ME20	ME30	0.0820876690147684	0.660657842298791
ME48	ME30	0.0591853871509152	0.75180072515523
ME3	ME30	-0.26590048739634	0.14823076582687
ME0	ME30	-0.242100617701825	0.189456989474856
ME2	ME30	-0.0973211630089444	0.602483058539355
ME22	ME30	-0.00473326829460632	0.97983894647319
ME6	ME30	-0.0702309540940095	0.707344800402763
ME23	ME30	-0.0254523385316844	0.891891771567907
ME8	ME30	-0.0436183659866114	0.815771141883921
ME28	ME30	-0.0103573625459898	0.95590031926027
ME33	ME37	0.0628039327024112	0.737142846649825
ME49	ME37	0.0258733065723577	0.890114382882975
ME31	ME37	0.038575651349913	0.836767193421923
ME43	ME37	0.176144423903173	0.343196729728254
ME47	ME37	0.111811712052822	0.549278845267724
ME12	ME37	0.0862966805503724	0.644370051314095
ME4	ME37	0.0496579978688804	0.790789389447415
ME15	ME37	0.456060488305782	0.00992119196360496
ME16	ME37	-0.00817113844413934	0.96520250509774
ME7	ME37	0.712705194507254	6.84759846216992e-06
ME10	ME37	0.535853090588601	0.00189084851764201
ME30	ME37	0.632178509525926	0.00013613140319656
ME37	ME37	1	1.2842197607712e-221
ME42	ME37	0.221254292801667	0.231633119594257
ME26	ME37	0.0388615881554741	0.835573562833327
ME44	ME37	0.223104642722164	0.227653473137656
ME39	ME37	0.315939480045724	0.083371208096526
ME27	ME37	0.238670386870857	0.195999531032843
ME1	ME37	0.568623616971201	0.000845104893871952
ME5	ME37	0.409891798356129	0.0220174984365615
ME9	ME37	0.035689402752381	0.848835215339923
ME11	ME37	0.111495156567633	0.550417247021744
ME52	ME37	-0.0243673142076727	0.896475255242574
ME19	ME37	0.0322341711896084	0.863326306691904
ME50	ME37	0.128305855689379	0.491533691942925
ME51	ME37	0.102635715616819	0.582715509045404
treat_Ctrl	ME37	-0.0413222192535037	0.825316853468229
ME46	ME37	-0.0583291905340172	0.755281633539162
ME13	ME37	-0.112319186168338	0.547456157475254
ME18	ME37	0.0531344420966317	0.776499868774013
ME29	ME37	-0.0307143293569163	0.869714562033831
ME32	ME37	0.0809822593177588	0.664961242618868
ME34	ME37	0.0375022430464923	0.841251245491952
ME45	ME37	-0.0810995914881557	0.664503964820299
ME21	ME37	-0.0928154761311398	0.619462318782766
treat_Treat	ME37	0.0413222192535037	0.825316853468229
ME40	ME37	-0.126806198825544	0.496652970643159
ME24	ME37	-0.463827235120367	0.00858363684948977
ME25	ME37	-0.662908244993259	4.83138494481432e-05
ME35	ME37	-0.438334532986959	0.0136436681033009
ME38	ME37	-0.0912392833373436	0.625448350831414
ME14	ME37	-0.14395885503361	0.439742381920417
ME41	ME37	-0.226749818215095	0.219949247915802
ME17	ME37	-0.117921776848842	0.52752398735832
ME36	ME37	-0.192292206914711	0.300037867061293
ME20	ME37	0.0725044137709123	0.698305341122571
ME48	ME37	0.0714979750924009	0.702302110020718
ME3	ME37	-0.434440888768792	0.0146013044535415
ME0	ME37	-0.567145696487913	0.00087794468492371
ME2	ME37	-0.578952023027815	0.000644183236217939
ME22	ME37	-0.18990300179523	0.306197233619487
ME6	ME37	-0.323038646341748	0.076301427375045
ME23	ME37	-0.232118389977594	0.208928439066037
ME8	ME37	-0.0891712070321524	0.633338017618356
ME28	ME37	-0.12737990346033	0.494691379889153
ME33	ME42	0.0334798560143716	0.858096684331019
ME49	ME42	0.0760122650439309	0.684437394289853
ME31	ME42	0.0272058595086669	0.884491636920196
ME43	ME42	-0.0154004894659029	0.934465942918697
ME47	ME42	-0.000343933887996938	0.998534888688332
ME12	ME42	0.160729844455057	0.387716325315965
ME4	ME42	0.203156323068644	0.273024536809859
ME15	ME42	0.230787630617007	0.211624237674797
ME16	ME42	0.0506393300786232	0.786748767730998
ME7	ME42	0.107946284112376	0.56325447976316
ME10	ME42	0.15042839251522	0.419238481164677
ME30	ME42	0.091883584257332	0.622998582318415
ME37	ME42	0.221254292801667	0.231633119594257
ME42	ME42	1	0
ME26	ME42	0.0893793946456777	0.632541977119101
ME44	ME42	0.172604668029679	0.353135412426288
ME39	ME42	0.178782990619381	0.335899661686445
ME27	ME42	0.191566412404145	0.301900629958472
ME1	ME42	0.34119178416368	0.0603238007211549
ME5	ME42	0.164604932149498	0.376222959898383
ME9	ME42	0.0182337897233533	0.922442572971948
ME11	ME42	0.0409144360852374	0.8270147220831
ME52	ME42	-0.065888553714593	0.724718664032373
ME19	ME42	0.0911034326735135	0.6259653854762
ME50	ME42	-7.69978329049665e-05	0.999671999599516
ME51	ME42	0.0914044981331543	0.624819794219701
treat_Ctrl	ME42	-0.0867775428747183	0.642519311278565
ME46	ME42	-0.00928114332041074	0.96047889858463
ME13	ME42	-0.948644548463952	4.93148072552543e-16
ME18	ME42	-0.0643883815825213	0.730752678431308
ME29	ME42	0.0511388298109541	0.784694164360732
ME32	ME42	-0.00366589429363728	0.984384727837459
ME34	ME42	-0.086378417674312	0.644055314241093
ME45	ME42	0.102548380668116	0.583038022872149
ME21	ME42	0.0924157099215163	0.620978302144737
treat_Treat	ME42	0.0867775428747183	0.642519311278565
ME40	ME42	0.0464605194547081	0.803991441945905
ME24	ME42	-0.21825562874049	0.238181345624582
ME25	ME42	-0.0647603538294011	0.7292550381087
ME35	ME42	-0.0998201191046641	0.593152493165642
ME38	ME42	-0.0683369912055419	0.71490536406839
ME14	ME42	0.00564441751992868	0.975958987522214
ME41	ME42	-0.0324979271729335	0.862218527696685
ME17	ME42	-0.0829293522916101	0.657388241691743
ME36	ME42	0.0260438117868487	0.88939463324377
ME20	ME42	-0.14167610281676	0.447104975903151
ME48	ME42	-0.130708830510724	0.483387122545898
ME3	ME42	0.0103666355218266	0.955860874850305
ME0	ME42	-0.3368599851216	0.0638738034606516
ME2	ME42	-0.346519266056733	0.0561722759802306
ME22	ME42	-0.184124487443205	0.321419745809279
ME6	ME42	-0.217910265111645	0.238943388480754
ME23	ME42	-0.257787879393044	0.161479102602342
ME8	ME42	-0.192020772285954	0.300733656751888
ME28	ME42	-0.0187170511485101	0.92039341101731
ME33	ME26	-0.000685064093892426	0.997081725288571
ME49	ME26	-0.0503859784323009	0.787791423426161
ME31	ME26	-0.0431285055969466	0.81780550257493
ME43	ME26	0.0678823090132826	0.716724405363684
ME47	ME26	0.0474795746480916	0.799777932131965
ME12	ME26	0.0811009184147098	0.664498794075197
ME4	ME26	-0.0457146722638356	0.807078742347598
ME15	ME26	-0.025808495640322	0.890387990274723
ME16	ME26	-0.00918796627644556	0.960875363543988
ME7	ME26	0.105051514195389	0.573825795277558
ME10	ME26	0.0654906082918635	0.726317725418521
ME30	ME26	-0.00145390365556894	0.993806624941992
ME37	ME26	0.0388615881554741	0.835573562833327
ME42	ME26	0.0893793946456777	0.632541977119101
ME26	ME26	1	3.59183263410273e-224
ME44	ME26	0.707512530786973	8.5514326828512e-06
ME39	ME26	0.0817733364986478	0.661880476711844
ME27	ME26	0.0030073262012	0.987189716332039
ME1	ME26	0.132531104405016	0.477255866841843
ME5	ME26	0.0283010270325928	0.879874655287828
ME9	ME26	-0.0207261868732945	0.911879631419819
ME11	ME26	-0.0590778154973121	0.752237801833764
ME52	ME26	0.0018327648787756	0.992192786199502
ME19	ME26	-0.0215095657659915	0.908562580111779
ME50	ME26	-0.0729877547505064	0.696388702699886
ME51	ME26	0.0124259974935199	0.947103680320045
treat_Ctrl	ME26	-0.302183793973851	0.0984872345371868
ME46	ME26	-0.00298976279350924	0.987264525004846
ME13	ME26	-0.0428843112144841	0.818820062283061
ME18	ME26	-0.011405919212449	0.951440749347134
ME29	ME26	-0.081807973085202	0.661745711568722
ME32	ME26	0.0555868768122155	0.766462049072142
ME34	ME26	-0.0186705264675162	0.920590666946417
ME45	ME26	-0.0241999699546054	0.897182465064391
ME21	ME26	-0.0515641847291153	0.782945661667654
treat_Treat	ME26	0.302183793973851	0.0984872345371868
ME40	ME26	-0.082973346713851	0.657217511093997
ME24	ME26	0.00964830770834674	0.958916718366004
ME25	ME26	-0.061253125107985	0.743414054648656
ME35	ME26	-0.00521929002673153	0.977769251865447
ME38	ME26	-0.0590003614308332	0.752552553716246
ME14	ME26	-0.129644397522083	0.486987174262301
ME41	ME26	-0.149856699099252	0.421028587070435
ME17	ME26	-0.106687607464463	0.567840058980257
ME36	ME26	-0.11138491658151	0.550813951891683
ME20	ME26	0.104755023628042	0.574913544626249
ME48	ME26	0.050825428756309	0.785983118718856
ME3	ME26	-0.262848890810044	0.153118588843178
ME0	ME26	-0.209169351608431	0.258773526260291
ME2	ME26	-0.0638012513918285	0.733118568590053
ME22	ME26	0.0754111828048482	0.686806720189342
ME6	ME26	-0.0363644498318776	0.846009587241673
ME23	ME26	-0.0250569552976765	0.893561606243225
ME8	ME26	-0.0459792824012418	0.805983107832191
ME28	ME26	-0.0652865674743274	0.727138060041959
ME33	ME44	0.0505632248858103	0.787061936779904
ME49	ME44	-0.0191938333405455	0.918372213286014
ME31	ME44	0.012074680216445	0.948597215318057
ME43	ME44	0.130687334300312	0.483459689893054
ME47	ME44	0.106656157701131	0.567954852305788
ME12	ME44	0.0610486733048139	0.744242037828758
ME4	ME44	-0.0491463950074434	0.792898028254876
ME15	ME44	-0.0863824783239107	0.644039679874197
ME16	ME44	-0.0394048527607879	0.833306718695263
ME7	ME44	0.0266693811821352	0.886754675718766
ME10	ME44	-0.00245715409300019	0.98953313851605
ME30	ME44	0.0481059265884674	0.79719086967506
ME37	ME44	0.223104642722164	0.227653473137656
ME42	ME44	0.172604668029679	0.353135412426288
ME26	ME44	0.707512530786973	8.5514326828512e-06
ME44	ME44	1	0
ME39	ME44	0.513005374591501	0.00316601653829389
ME27	ME44	0.494254106459304	0.00471101761306096
ME1	ME44	0.531608653343961	0.00208652328887606
ME5	ME44	0.704565887619239	9.68040617562674e-06
ME9	ME44	0.146233276883946	0.432472699738814
ME11	ME44	-0.0821851051253019	0.660279026662901
ME52	ME44	-0.0160588780581944	0.931670651083093
ME19	ME44	0.106576125953607	0.568247019910278
ME50	ME44	-0.00114919078537262	0.99510463095385
ME51	ME44	0.0631020835498685	0.735939057900546
treat_Ctrl	ME44	-0.128536685839057	0.490748112928637
ME46	ME44	-0.0239441441303904	0.898263754267071
ME13	ME44	-0.0359883307535136	0.847583726301048
ME18	ME44	-0.0238870674816469	0.898505022433025
ME29	ME44	-0.0468211717213419	0.802499621811072
ME32	ME44	0.0534236725349157	0.775314173217492
ME34	ME44	0.0727603563787266	0.697290199439585
ME45	ME44	-0.0356984388374326	0.848797379648757
ME21	ME44	-0.023012930471874	0.902201176551208
treat_Treat	ME44	0.128536685839057	0.490748112928637
ME40	ME44	-0.0312458803010545	0.867479390537503
ME24	ME44	0.157462881383541	0.397561562442471
ME25	ME44	0.054740718745981	0.769921272082182
ME35	ME44	0.111069142687055	0.551951019124209
ME38	ME44	-0.0200626704618205	0.914690290876006
ME14	ME44	-0.152438391289895	0.412978470516122
ME41	ME44	-0.257253882332366	0.162379900647368
ME17	ME44	-0.0698177668796734	0.708991913387483
ME36	ME44	-0.0915132578927395	0.624406160754185
ME20	ME44	0.197519323192973	0.286837290328747
ME48	ME44	0.111851691308089	0.549135149521803
ME3	ME44	-0.383098936393641	0.033397901115632
ME0	ME44	-0.420060320648538	0.0186378862494403
ME2	ME44	-0.380520446694382	0.034707006062795
ME22	ME44	-0.374086969873576	0.0381548438907203
ME6	ME44	-0.718301218228773	5.3603073307564e-06
ME23	ME44	-0.528798889923165	0.00222552061391974
ME8	ME44	-0.0412535612356839	0.825602667837248
ME28	ME44	-0.0185171055729286	0.921241175521382
ME33	ME39	0.021179064540183	0.909961836323127
ME49	ME39	-0.0436894776356972	0.815475916901691
ME31	ME39	-0.0389840633469802	0.835062405094301
ME43	ME39	0.157916295633911	0.396186700744026
ME47	ME39	0.138006260715506	0.459079279327939
ME12	ME39	0.0289573354337533	0.877109648514798
ME4	ME39	0.120134732047693	0.519748853321343
ME15	ME39	0.168487371107123	0.364910023436138
ME16	ME39	0.0462024854185761	0.805059202345273
ME7	ME39	0.105084841639033	0.573703583036096
ME10	ME39	0.144282882742399	0.438702661299264
ME30	ME39	0.031085150288115	0.868155155137912
ME37	ME39	0.315939480045724	0.083371208096526
ME42	ME39	0.178782990619381	0.335899661686445
ME26	ME39	0.0817733364986478	0.661880476711844
ME44	ME39	0.513005374591501	0.00316601653829389
ME39	ME39	1	0
ME27	ME39	0.677956621791431	2.78392494596637e-05
ME1	ME39	0.619730242847026	0.00020081988367703
ME5	ME39	0.700214643230645	1.15945296302968e-05
ME9	ME39	0.121952068310928	0.513405875012386
ME11	ME39	-0.0594042084051033	0.750911860647947
ME52	ME39	-0.06692049501227	0.720577331578777
ME19	ME39	0.129561260462445	0.487268931000556
ME50	ME39	-0.0146771286675079	0.937537965783395
ME51	ME39	0.0801815936370079	0.668084816407369
treat_Ctrl	ME39	-0.116871200742881	0.531234705048312
ME46	ME39	-0.0890173793382481	0.633926462276826
ME13	ME39	-0.0483562547021556	0.796157511412843
ME18	ME39	-0.0387219254702476	0.836156533911258
ME29	ME39	-0.0707114015736181	0.705431194368132
ME32	ME39	-0.0447668947211788	0.81100600243664
ME34	ME39	0.0536183488288078	0.774516379979317
ME45	ME39	-0.075669462586535	0.68578828285501
ME21	ME39	-0.0776822554379731	0.67787016409515
treat_Treat	ME39	0.116871200742881	0.531234705048312
ME40	ME39	-0.0754935608026229	0.68648183234358
ME24	ME39	-0.094894712316514	0.611602299989701
ME25	ME39	-0.0762318525633602	0.683572563199256
ME35	ME39	-0.0618416258368067	0.741032332223683
ME38	ME39	-0.0857732619891272	0.64638695723123
ME14	ME39	-0.204783435953862	0.269119070962494
ME41	ME39	-0.333213253330444	0.0669872597933793
ME17	ME39	-0.128437931806522	0.491084122039047
ME36	ME39	-0.194625635651047	0.294098380522036
ME20	ME39	-0.00500688589380662	0.978673745557831
ME48	ME39	-0.0755356941958021	0.686315685057657
ME3	ME39	-0.322584092181007	0.0767397400468771
ME0	ME39	-0.552160158218447	0.0012795865272839
ME2	ME39	-0.547084119541944	0.00144802308308558
ME22	ME39	-0.525376579371094	0.002405608803132
ME6	ME39	-0.718499892985641	5.31334514848852e-06
ME23	ME39	-0.61745090509181	0.000215254257767572
ME8	ME39	-0.121257574697094	0.515825323815726
ME28	ME39	-0.0968916751990774	0.604092957041803
ME33	ME27	0.0251825733270437	0.893031030816939
ME49	ME27	-0.00172321579019445	0.992659430656937
ME31	ME27	0.0110380304368015	0.953005243585732
ME43	ME27	0.162739865949587	0.381729594956398
ME47	ME27	0.12108194297115	0.516438068864215
ME12	ME27	0.127737482934164	0.493470744324336
ME4	ME27	0.141339243206049	0.44819704649766
ME15	ME27	0.33258316112628	0.0675369945400555
ME16	ME27	0.62202724951025	0.000187150257622252
ME7	ME27	0.0293766577074314	0.875343798168156
ME10	ME27	0.431539436966225	0.0153508391099107
ME30	ME27	0.0144869211482379	0.938345901371131
ME37	ME27	0.238670386870857	0.195999531032843
ME42	ME27	0.191566412404145	0.301900629958472
ME26	ME27	0.0030073262012	0.987189716332039
ME44	ME27	0.494254106459304	0.00471101761306096
ME39	ME27	0.677956621791431	2.78392494596637e-05
ME27	ME27	1	0
ME1	ME27	0.697974673951054	1.27075127977093e-05
ME5	ME27	0.721675506067984	4.6115369338243e-06
ME9	ME27	0.200752158574844	0.278861978809708
ME11	ME27	-0.0544312925703547	0.771187340868915
ME52	ME27	-0.0739310562705701	0.692653431971496
ME19	ME27	0.142018072990667	0.445997805217295
ME50	ME27	0.0545770447719661	0.770590899294136
ME51	ME27	0.161004513114435	0.386895059536103
treat_Ctrl	ME27	0.159181852285544	0.392363643902678
ME46	ME27	-0.0772872763807753	0.679421347457673
ME13	ME27	-0.0604218195540955	0.746782394993012
ME18	ME27	-0.00132298921550282	0.99436428831985
ME29	ME27	0.00755633773162697	0.967819286792145
ME32	ME27	-0.0366573315374789	0.844784217187048
ME34	ME27	0.019431805471699	0.917363576632789
ME45	ME27	-0.0593323328406045	0.751203788850173
ME21	ME27	-0.0742108893440278	0.691546708660537
treat_Treat	ME27	-0.159181852285544	0.392363643902678
ME40	ME27	-0.0461875503465215	0.805121015138092
ME24	ME27	-0.0447064952951564	0.811256430468972
ME25	ME27	0.0637170035042412	0.733458250172837
ME35	ME27	-0.388565147040498	0.0307548244454425
ME38	ME27	-0.0471869804993359	0.800987168232112
ME14	ME27	-0.139026334557851	0.455733921959073
ME41	ME27	-0.266564180794373	0.147182828811274
ME17	ME27	-0.0837863933465749	0.654065352004716
ME36	ME27	-0.134326631881076	0.471254272502269
ME20	ME27	0.0299317621013369	0.873007047393653
ME48	ME27	-0.483281871598591	0.00588518000663998
ME3	ME27	-0.402481127342266	0.0247859414054393
ME0	ME27	-0.60232448296156	0.000336700815215358
ME2	ME27	-0.662394670151383	4.92048636781304e-05
ME22	ME27	-0.513090180341978	0.00316017001551392
ME6	ME27	-0.716490349684109	5.80599324246058e-06
ME23	ME27	-0.956943472546088	4.03907484083549e-17
ME8	ME27	-0.131166374788941	0.48184386432178
ME28	ME27	-0.0569827325438621	0.760765232044738
ME33	ME1	0.0531327326288266	0.776506878179373
ME49	ME1	-0.0502215883409929	0.788468155277313
ME31	ME1	0.0302155876328045	0.871812668065299
ME43	ME1	0.120076030324201	0.519954374033876
ME47	ME1	0.249757572552408	0.17540638667396
ME12	ME1	0.420219765077615	0.0185885304439199
ME4	ME1	0.490391318982299	0.00509911932100553
ME15	ME1	0.607138541897036	0.000292734160848304
ME16	ME1	0.240729041844079	0.192054477145365
ME7	ME1	0.391617382415618	0.029354615364976
ME10	ME1	0.480723847846587	0.00619223011212093
ME30	ME1	0.166905673861567	0.369494363124634
ME37	ME1	0.568623616971201	0.000845104893871952
ME42	ME1	0.34119178416368	0.0603238007211549
ME26	ME1	0.132531104405016	0.477255866841843
ME44	ME1	0.531608653343961	0.00208652328887606
ME39	ME1	0.619730242847026	0.00020081988367703
ME27	ME1	0.697974673951054	1.27075127977093e-05
ME1	ME1	1	0
ME5	ME1	0.736827263216036	2.28280553278586e-06
ME9	ME1	0.162341908497735	0.382910601922859
ME11	ME1	-0.165266609502248	0.374280566380659
ME52	ME1	-0.197618576362775	0.286590287640482
ME19	ME1	0.150286604955147	0.419682055359224
ME50	ME1	0.0321656054328376	0.86361432565063
ME51	ME1	0.137107764110162	0.462036680731186
treat_Ctrl	ME1	-0.0525647629356616	0.778836700251858
ME46	ME1	0.00395754883356966	0.983142562523625
ME13	ME1	-0.136638633892138	0.463584815435708
ME18	ME1	0.0658322305148565	0.72494491825585
ME29	ME1	-0.0469052719198027	0.802151843335355
ME32	ME1	0.102495761261758	0.583232375878266
ME34	ME1	-0.235580713190105	0.202025311971825
ME45	ME1	-0.00336815712996572	0.985652836194368
ME21	ME1	0.00313521422860245	0.98664499992053
treat_Treat	ME1	0.0525647629356616	0.778836700251858
ME40	ME1	0.028155395144651	0.88048838717004
ME24	ME1	-0.512511390185205	0.003200257712865
ME25	ME1	-0.263150045962395	0.152631122874465
ME35	ME1	-0.343909813930257	0.0581766420530795
ME38	ME1	-0.139513104365409	0.454142140120877
ME14	ME1	-0.376793404911271	0.0366722610260359
ME41	ME1	-0.49070385063274	0.00506673325643102
ME17	ME1	-0.228484241333341	0.216346432390186
ME36	ME1	-0.27528899700064	0.133901858334456
ME20	ME1	-0.191841966481122	0.301192559556407
ME48	ME1	-0.361561898596727	0.0456564268718736
ME3	ME1	-0.661180725161957	5.1369800665229e-05
ME0	ME1	-0.867187908342851	2.7768070838634e-10
ME2	ME1	-0.948369309389736	5.31942862025288e-16
ME22	ME1	-0.623705654585703	0.00017769162467862
ME6	ME1	-0.672565823482047	3.40392940540239e-05
ME23	ME1	-0.681734372211335	2.41205972883151e-05
ME8	ME1	-0.092627174171178	0.620176202299697
ME28	ME1	-0.0446860928842195	0.811341027057182
ME33	ME5	0.0238392784974792	0.898707037635394
ME49	ME5	0.0119095461445587	0.949299299745517
ME31	ME5	0.0212259733966357	0.909763220221432
ME43	ME5	0.155410477361988	0.403818932227163
ME47	ME5	0.127128914641595	0.495549069050818
ME12	ME5	0.0600034781297607	0.748479198142534
ME4	ME5	0.086968047698006	0.641786677651951
ME15	ME5	0.0762697674441606	0.683423277686741
ME16	ME5	-0.0361742351613617	0.846805604086453
ME7	ME5	0.0960482922576044	0.607259616855674
ME10	ME5	0.0555941012880742	0.766432533187358
ME30	ME5	0.0769433480802673	0.680773089714365
ME37	ME5	0.409891798356129	0.0220174984365615
ME42	ME5	0.164604932149498	0.376222959898383
ME26	ME5	0.0283010270325928	0.879874655287828
ME44	ME5	0.704565887619239	9.68040617562674e-06
ME39	ME5	0.700214643230645	1.15945296302968e-05
ME27	ME5	0.721675506067984	4.6115369338243e-06
ME1	ME5	0.736827263216036	2.28280553278586e-06
ME5	ME5	1	1.55017652127766e-228
ME9	ME5	0.160676947336508	0.387874604437625
ME11	ME5	0.00590178151119437	0.974863144805151
ME52	ME5	-0.054956627130093	0.769038190667129
ME19	ME5	0.142797685607584	0.44347925149962
ME50	ME5	0.0813763230889949	0.663425929386405
ME51	ME5	0.126245184854186	0.498574960789869
treat_Ctrl	ME5	0.096278003157213	0.606396423207757
ME46	ME5	-0.0168345097391003	0.928378611728578
ME13	ME5	0.0112415466038073	0.952139743396069
ME18	ME5	0.0447723460844527	0.810983400901292
ME29	ME5	0.0111742318571171	0.952426009259637
ME32	ME5	0.00801425877105652	0.965870200764605
ME34	ME5	0.079529870887515	0.670631359553139
ME45	ME5	-0.0385061960283056	0.837057185445832
ME21	ME5	-0.0194046762696695	0.9174785564847
treat_Treat	ME5	-0.096278003157213	0.606396423207757
ME40	ME5	0.00990957270501536	0.957805200650202
ME24	ME5	0.0183679530887624	0.921873633781252
ME25	ME5	-0.018542318798744	0.921134267351062
ME35	ME5	0.0433953737623083	0.816697070152859
ME38	ME5	0.00426413240429139	0.981836855812807
ME14	ME5	-0.0898109444280495	0.63089315818096
ME41	ME5	-0.23954522654684	0.194316238687111
ME17	ME5	-0.032624722088974	0.861686078399388
ME36	ME5	-0.0785430914258052	0.67449392701771
ME20	ME5	0.0978277107174943	0.600586664100528
ME48	ME5	0.0377909892074508	0.840044552576287
ME3	ME5	-0.349696642052996	0.0538056316437575
ME0	ME5	-0.487987143037418	0.0053542259187342
ME2	ME5	-0.615707468192665	0.000226909396959179
ME22	ME5	-0.671617777760676	3.52496362504077e-05
ME6	ME5	-0.982738379243172	8.35787890238957e-23
ME23	ME5	-0.737156088310048	2.2470599994829e-06
ME8	ME5	-0.0172402080680058	0.926657151791258
ME28	ME5	0.0113960654884182	0.951482651288409
ME33	ME9	0.0864296349074665	0.643858127898557
ME49	ME9	-0.00958204379953856	0.959198641597884
ME31	ME9	-0.0457734957874024	0.806835148865991
ME43	ME9	0.0392105419571724	0.834117356686301
ME47	ME9	0.0761200036256623	0.684013023872755
