treat_Ctrl	treat_Treat
727856	-0.0172551606417955	0.0172551606417955
731275	-0.0279875463996161	0.0279875463996161
107126290	-0.0437328569829983	0.0437328569829983
26683	0.192183247716529	-0.192183247716529
4512	0.0491232040049285	-0.0491232040049285
105378580	0.199047543510625	-0.199047543510625
400728	0.137806523884008	-0.137806523884008
643837	0.000311022658018786	-0.000311022658018786
148398	0.0646204219162354	-0.0646204219162354
339451	0.166684177449694	-0.166684177449694
84069	0.100358922516395	-0.100358922516395
9636	0.106854766414016	-0.106854766414016
375790	0.149645433737466	-0.149645433737466
100288175	0.202613530391787	-0.202613530391787
254099	-0.0820811325588538	0.0820811325588538
406984	-0.0985037266052455	0.0985037266052455
406983	0.0788627875458511	-0.0788627875458511
254173	-0.175302584680081	0.175302584680081
126792	0.384770605655567	-0.384770605655567
6339	-0.0745165727772442	0.0745165727772442
126789	-0.175302584680081	0.175302584680081
80772	0.305512099095234	-0.305512099095234
83756	-0.255938674926698	0.255938674926698
148413	0.100358922516395	-0.100358922516395
643965	-0.0215511737689923	0.0215511737689923
64856	-0.0840716736308293	0.0840716736308293
219293	-0.0566784215224358	0.0566784215224358
83858	0.152873651633889	-0.152873651633889
55210	0.0844259817775571	-0.0844259817775571
142678	-0.175302584680081	0.175302584680081
8510	-0.175302584680081	0.175302584680081
105378949	-0.214282463960943	0.214282463960943
163688	-0.010714145583412	0.010714145583412
2563	-0.175302584680081	0.175302584680081
6497	0.165358332652524	-0.165358332652524
11079	0.111340228076125	-0.111340228076125
9651	-0.0165929259901601	0.0165929259901601
8764	0.127343875884563	-0.127343875884563
127281	-0.175302584680081	0.175302584680081
140625	0.337811583828308	-0.337811583828308
63976	-0.130698588829839	0.130698588829839
100422968	-0.197811232721868	0.197811232721868
27237	-0.175302584680081	0.175302584680081
127262	-0.300131826523153	0.300131826523153
7161	0.156642141009286	-0.156642141009286
148870	-0.20136743169895	0.20136743169895
388588	0.083581643148369	-0.083581643148369
1677	0.105801254077368	-0.105801254077368
100133612	-0.147558854662666	0.147558854662666
284661	-0.155038651862684	0.155038651862684
55966	0.0903342847706848	-0.0903342847706848
388591	-0.149388768083346	0.149388768083346
390992	-0.0730762077714698	0.0730762077714698
83715	-0.127891277885561	0.127891277885561
80835	-0.268461843935426	0.268461843935426
3104	0.137456741219839	-0.137456741219839
148479	-0.0182428245610364	0.0182428245610364
90326	0.103770362017669	-0.103770362017669
23261	0.103260360017143	-0.103260360017143
9341	0.178880339794611	-0.178880339794611
8863	0.20184633530342	-0.20184633530342
11315	0.101078489409995	-0.101078489409995
102724539	0.201779531980871	-0.201779531980871
50651	-0.280812752187543	0.280812752187543
100505975	-0.235439737622193	0.235439737622193
765	-0.195086452210736	0.195086452210736
102724571	0.0105027521100623	-0.0105027521100623
9563	0.443075180764747	-0.443075180764747
80176	0.151766678820845	-0.151766678820845
199953	-0.123136662661228	0.123136662661228
5293	0.20121075025256	-0.20121075025256
64802	-0.175302584680083	0.175302584680083
116362	-0.0102074674867958	0.0102074674867958
10277	0.0783297786672477	-0.0783297786672477
23095	0.216190149408237	-0.216190149408237
5226	0.20704933035672	-0.20704933035672
23435	0.132760800280337	-0.132760800280337
100873935	-0.110887828955797	0.110887828955797
10218	0.116752883254928	-0.116752883254928
29914	0.104708405830187	-0.104708405830187
57540	-0.175302584680081	0.175302584680081
101929181	0.0148158441623289	-0.0148158441623289
93611	0.200348050985948	-0.200348050985948
26270	0.103920004822767	-0.103920004822767
374946	-0.152299870016977	0.152299870016977
57085	0.258852805456443	-0.258852805456443
284498	0.0102430319222821	-0.0102430319222821
1185	0.101791367408979	-0.101791367408979
5351	0.154104663461861	-0.154104663461861
9927	-0.0193626906278997	0.0193626906278997
60672	0.3722929004626	-0.3722929004626
943	0.249303879352104	-0.249303879352104
7133	0.354983013943879	-0.354983013943879
55187	-0.219023527167035	0.219023527167035
343066	-0.130177697456916	0.130177697456916
126767	0.261670237985064	-0.261670237985064
93190	0.254301639774537	-0.254301639774537
390999	0.287180470229192	-0.287180470229192
65121	0.095586526893823	-0.095586526893823
65122	-0.233279500980995	0.233279500980995
391002	0.0196481032223633	-0.0196481032223633
391003	0.0601747358887672	-0.0601747358887672
343068	-0.116765248900403	0.116765248900403
343070	-0.0793640464417649	0.0793640464417649
391004	0.23701500212472	-0.23701500212472
645425	0.108666342641779	-0.108666342641779
645382	0.0340374696667273	-0.0340374696667273
440560	-0.108092081161893	0.108092081161893
10630	0.14937611214624	-0.14937611214624
7799	0.320191648656723	-0.320191648656723
23254	-0.152500109171522	0.152500109171522
55092	0.256711016145186	-0.256711016145186
114827	-0.0289700743752321	0.0289700743752321
79180	0.120656179251336	-0.120656179251336
11330	-0.0256527524644855	0.0256527524644855
23341	0.238639129386339	-0.238639129386339
107397391	-0.132853575094638	0.132853575094638
84301	-0.0770691798419823	0.0770691798419823
23207	0.0798223986556726	-0.0798223986556726
284723	0.0258151717968118	-0.0258151717968118
388595	0.107418529312039	-0.107418529312039
54751	0.0479161535054371	-0.0479161535054371
23013	0.0478332244833574	-0.0478332244833574
149563	-0.0301021003089766	0.0301021003089766
26099	0.138897166390497	-0.138897166390497
55707	0.0723745451954384	-0.0723745451954384
107984921	0.274600526591832	-0.274600526591832
100500876	0.300836379312914	-0.300836379312914
9696	-0.175302584680081	0.175302584680081
100132147	0.108076807474171	-0.108076807474171
26870	0.0847432526625824	-0.0847432526625824
400743	0.0994263288644546	-0.0994263288644546
29943	0.0618127253570743	-0.0618127253570743
51702	0.117006316705378	-0.117006316705378
23569	-0.11470382068217	0.11470382068217
353238	0.109315162352006	-0.109315162352006
114515514	0.0365572046366223	-0.0365572046366223
55160	-0.0216088909349449	0.0216088909349449
81569	-0.143283338787823	0.143283338787823
84966	0.178036219565671	-0.178036219565671
127707	0.262538417813906	-0.262538417813906
5081	-0.21410143246543	0.21410143246543
101927895	0.0909406189547456	-0.0909406189547456
51154	0.154123022682478	-0.154123022682478
54896	0.213779698391951	-0.213779698391951
3362	-0.0811089378371183	0.0811089378371183
23252	-0.316644880621129	0.316644880621129
5322	0.0603512140880489	-0.0603512140880489
64600	-0.152299870016977	0.152299870016977
127733	-0.220080166153969	0.220080166153969
105376827	0.407357114140651	-0.407357114140651
127731	-0.127997213110584	0.127997213110584
163933	-0.0743485293348713	0.0743485293348713
978	-0.148061502157177	0.148061502157177
65018	0.0590602172310859	-0.0590602172310859
100506801	0.0258273179074383	-0.0258273179074383
84224	-0.146284121369847	0.146284121369847
249	-0.0145690589691046	0.0145690589691046
401944	-0.175302584680081	0.175302584680081
9923	0.102047419890808	-0.102047419890808
2046	-0.175302584680081	0.175302584680081
712	0.360115483452307	-0.360115483452307
714	0.238717385733067	-0.238717385733067
713	0.341717420818613	-0.341717420818613
2048	0.251521847646044	-0.251521847646044
100616391	-0.0683425336694204	0.0683425336694204
23028	0.144043021667741	-0.144043021667741
100422866	0.334770416582948	-0.334770416582948
259283	-0.179339095850818	0.179339095850818
6135	0.0244889594406168	-0.0244889594406168
6924	0.0283078673028787	-0.0283078673028787
57095	-0.0878687883394914	0.0878687883394914
11313	0.194686181730374	-0.194686181730374
100616492	-0.0870692118360585	0.0870692118360585
55629	0.0151674062123543	-0.0151674062123543
284632	-0.0316270447077364	0.0316270447077364
57822	-0.019600239809753	0.019600239809753
57185	-0.131374337870096	0.131374337870096
11123	-0.137199331253725	0.137199331253725
400746	0.0834127596056091	-0.0834127596056091
10250	-0.0232540520536022	0.0232540520536022
25932	0.145886383210049	-0.145886383210049
6007	-0.17635592057125	0.17635592057125
23585	-0.0147861434340649	0.0147861434340649
55219	-0.120556630218626	0.120556630218626
26119	-0.217898248825125	0.217898248825125
57134	0.295070840835682	-0.295070840835682
2134	0.0498797999979975	-0.0498797999979975
149420	-0.260120996012398	0.260120996012398
79927	0.20084970378307	-0.20084970378307
51042	-0.142489896016928	0.142489896016928
10256	0.0182084810652116	-0.0182084810652116
378807	-0.0269102929750944	0.0269102929750944
101928303	0.0829932144465873	-0.0829932144465873
64793	-0.172939142093484	0.172939142093484
83442	0.0319388207742597	-0.0319388207742597
1043	-0.00818539108212812	0.00818539108212812
79727	0.311042337494718	-0.311042337494718
79947	-0.14254532577962	0.14254532577962
3151	0.0210443499086655	-0.0210443499086655
6195	0.315714579530166	-0.315714579530166
8289	0.0825935939835277	-0.0825935939835277
55650	0.014950684808419	-0.014950684808419
84243	0.14693901035407	-0.14693901035407
2810	0.0228088716534986	-0.0228088716534986
10726	0.299418771303822	-0.299418771303822
388610	0.168218189326088	-0.168218189326088
4869	0.0763225994117711	-0.0763225994117711
23038	0.136679066526131	-0.136679066526131
84958	0.0624035257915024	-0.0624035257915024
2827	-0.0432765772606401	0.0432765772606401
199870	0.236033990433361	-0.236033990433361
23673	0.306564720648764	-0.306564720648764
5511	0.025752981695289	-0.025752981695289
677774	-0.0392908977848472	0.0392908977848472
9473	0.574913811585451	-0.574913811585451
27293	-0.197898831376023	0.197898831376023
55113	0.0477173297447719	-0.0477173297447719
93974	0.227068042901427	-0.227068042901427
83667	0.400436752769314	-0.400436752769314
54797	0.108068486227413	-0.108068486227413
65979	0.124362474288505	-0.124362474288505
1104	0.287864166605849	-0.287864166605849
8420	0.182639442817963	-0.182639442817963
54952	0.175860337384313	-0.175860337384313
115273	0.0884879867834878	-0.0884879867834878
105378616	0.0652388795949676	-0.0652388795949676
10691	0.105910448331037	-0.105910448331037
51441	-0.0383352389311363	0.0383352389311363
4985	-0.27747431385646	0.27747431385646
2035	0.0802743894488327	-0.0802743894488327
10076	-0.144467851904411	0.144467851904411
100129196	-0.175302584680081	0.175302584680081
51538	0.157313902131538	-0.157313902131538
347735	-0.0670577013159781	0.0670577013159781
