ME0	ME1	ME2	ME3	ME4	ME5	ME6	ME7	ME8	ME9	ME10	ME11	ME12	ME13	ME14	ME15	ME16	ME17	ME18	ME19	ME20	ME21	ME22	ME23	ME24	ME25	ME26	ME27	ME28	ME29	ME30	ME31	ME32	ME33	ME34	ME35	ME36	ME37	ME38	ME39	ME40	ME41	ME42	ME43	ME44	ME45	ME46	ME47	ME48	ME49	ME50	ME51	ME52
GSM2858792	-0.0621827792936361	-0.00989424044040033	0.00910099969813069	-0.152963404573649	-0.0062605279624471	-0.00384068544464967	0.0161547181521244	-0.0255448308268347	-0.0353019559526243	0.0102319687299811	0.0126764145570979	-0.0268351181381836	-0.00642667391245907	-0.0244274786031547	-0.0571792016100987	-0.0555580933958882	-0.00705272732662533	-0.0551245138184396	0.947356863471959	-0.0545699280178242	0.0351558364019196	-0.0284593482130463	0.025452380359713	0.0189524538132123	0.0225711411029069	0.0385161442081536	-0.0318489489687193	-0.0131586373943386	-0.028926894586413	-0.0378617041140118	-0.0518607481292655	-0.0354715816937562	-0.000946465755024245	-0.037000102239599	0.0352870918701185	0.0638345365352018	-0.0943343180502356	-0.0568479474494725	-0.0689977896137592	-0.0627110867714239	-0.0125132034280015	-0.0853277861928873	0.0273624409785886	0.0167585954379171	-0.0554839952983696	-0.0540661721345171	-0.033924378086195	0.0362627679543306	-0.00918543996922359	-0.0447773482349324	-0.0289478460949682	0.0421031708904751	-0.0681278724155839
GSM2858682	0.194838296252988	-0.228614362043061	0.134741079474819	0.20874870970623	-0.120538477239278	-0.0561478709049039	0.0512413869208507	-0.0577065250387374	0.0415728615212077	-0.0789583010658577	-0.066123709027864	0.97252791511338	-0.104045806670046	-0.039519856116364	0.657441132488585	-0.132163283783742	-0.0452510669773609	-0.0577530654062036	-0.0726379184426719	-0.0348540549000571	0.0192433924510315	-0.0959820799282291	0.00698690651467235	0.0297826474883817	0.0594369307421416	-0.00673766715595028	-0.0497730436077163	-0.0727499093808298	-0.0481077646731652	-0.0859045255053722	-0.0858261965865005	-0.0750049726692492	-0.0381942023537315	-0.0875080656049569	-0.000918465680806672	0.0109042088389585	-0.0858220079938485	0.0190692524972874	-0.0660299965461763	-0.0869610311357068	-0.0695945254582315	0.43956400920383	0.00212864405680679	-0.00443340780618295	-0.106818871976658	-0.0767544503678124	-0.0607656638862503	-0.002070528481355	0.0296849480318282	-0.0692050018663187	0.00397737426377573	0.00217414876121351	0.653224596381295
GSM2858690	0.290052424974099	-0.21278006865848	0.16772724938619	0.218897213192269	-0.0627471294850634	-0.0561367394095851	0.0729807695304419	-0.0472666882885051	0.00535764746638552	-0.0574221426184452	-0.0820188818926291	-0.0722391873587787	-0.0689676057055797	-0.0382641818959531	0.665345719627108	-0.0702042052477231	-0.0461930857283407	0.969444670780301	-0.0784349750635983	-0.0683214978018029	0.00881597309861804	-0.0291457196115512	0.0274583872760554	0.085083293210471	0.0727096201190625	0.00536382739623193	-0.0840213294861411	-0.0726862219571177	-0.0717102081633388	-0.0422397056358256	-0.0678838939106291	-0.0556670668524651	-0.0890528090043003	-0.0684181725851584	0.0774787024952381	0.0572249427757489	0.645524602053379	-0.106413719028631	-0.072403898975869	-0.104898907599507	-0.051105303581945	0.396804692073954	-0.0224297596699332	0.010564901675588	-0.0722704374023628	-0.0460749520841991	0.0393559365625279	0.010278023968645	0.0535244929587058	-0.0526701329526479	-0.0768256609128195	0.0150367426387749	-0.0326344473614816
GSM2858707	-0.0697043051013867	-0.0343816309506985	0.033185959150889	0.0836627186473555	-0.0617635521507346	-0.05912860362933	-0.00117125519855836	-0.0645655611818194	-0.056898245128397	-0.0636822925245989	-0.0342375780372295	-0.0533941038987319	-0.0610030890865475	-0.0776752377092737	-0.09227559315855	-0.0611444253735084	-0.0476105042499627	-0.0692368875918642	-0.0792429904000181	-0.0317161101460754	0.00777335682977966	-0.0547564290041905	0.0312029921386947	0.019033561328623	0.0234582514958286	0.0131614541899779	-0.0145751744526353	0.0913077867084138	-0.0712038812127749	-0.0671932358226405	-0.0605089953142432	-0.0658253737121211	-0.0882069410340413	-0.0634428167988017	0.000491972423355019	0.0409265153814945	-0.0917519843496815	-0.075641447597348	-0.0674730314446838	0.626548699641174	-0.0690387564380519	-0.0957669667144664	0.0438959286256255	0.0202290980582458	-0.0669135522555735	-0.0597528373791378	-0.0968705665759899	0.0182348431063882	0.0439900017477983	-0.058850724464609	-0.0827434124030808	-0.0480771832334267	-0.0543981863166228
GSM2858711	-0.13657880273806	0.0459134643920608	0.0130469273960193	-0.163249999180488	-0.0767572648941872	-0.00576568848517769	0.00171934562202781	-0.00525506752351552	-0.0370074588594332	-0.0355332763998664	0.0206817289568736	-0.0105038686827726	-0.0319849076870654	-0.0399495457639022	-0.0913300175221483	-0.0527152471149131	-0.0392516427465739	-0.0314088701303478	-0.0254262234561965	-0.00522390297833712	0.048933121383813	-0.0480900732847092	0.014867016312284	0.038882609959621	0.0501526431811866	0.0450590309117182	-0.020523687135515	-0.0565475820916952	-0.0413107351731966	-0.0432078030018478	0.966230220609264	-0.0222435144785687	0.0231372268363763	-0.0213421859753638	0.0519741547761509	0.0493308356196589	-0.053650571814104	0.552403712623206	-0.0559071501780006	-0.0213601392805208	-0.0300971505054834	-0.0882909218437551	0.0477598341711865	0.0501339132696674	-0.0175082010634646	-0.0568500472729681	-0.0180586045015287	0.0428563632580174	0.0613357650014243	-0.00873767022296515	-0.0459471650414149	0.048971242182857	-0.0638342274995841
GSM2858716	-0.0071774187174348	-0.0364942901325931	0.0776056136176236	-0.13832134799398	-0.0413596116071599	-0.0348165226172513	0.050652505764574	-0.0066039701361258	-0.0375629194468174	-0.0250068194825775	-0.00140751075434571	-0.0378233110345852	-0.025997913219196	-0.0438818361732938	-0.0687514637069907	-0.0461672643185271	-0.0366377106778953	-0.0623598203499916	-0.0479855331414827	-0.0409860635428838	-0.0014378210986402	0.0358430014307536	0.0542143498859731	0.0492582864852259	0.0446069868010725	0.0318862865654941	-0.0429382514178188	-0.0466568490464892	-0.0504795051275846	-0.0126218702567668	-0.00906643837703781	0.966986386656022	-0.0234106535732237	-0.032034512999567	0.0488682368992364	0.0454598047651398	-0.0586711662345934	0.00795669167535158	-0.0269865397447938	-0.0655691129935724	-0.0065179966945062	-0.0656175829546388	0.0349755227931024	0.0434362176211458	-0.0253146251667986	-0.0531642494715115	-0.0235010869687047	0.029328284545624	0.0788218043417302	-0.0207233309060981	-0.0609003531477893	-0.0163912352536295	-0.0674251248153607
GSM2858718	0.0223732962186391	-0.0317592821030671	0.0705447386724667	-0.148536511469632	0.040248227015667	-0.0331528578424905	0.0368088003635116	-0.00350961799748499	-0.018710064740244	-0.0623111949785788	-0.0681671071325887	-0.0393628883124558	-0.00165495559130165	0.0543193604604255	-0.0511830870919059	-0.0469762191693816	-0.0287820640261722	-0.0448384057120385	-0.0153827163650186	-0.0493771884795889	-0.00740128028089592	-0.0397073182436472	0.0361530790298113	0.0735468587051307	0.104979715264244	0.0676361526970141	-0.0147884652012574	-0.0860455083519295	0.0201940039268326	0.00825326199985566	0.0439921550929544	-0.0324851090944178	-0.0567068973145014	-0.0474744989565159	0.0200507831123735	0.0399656769442615	-0.0270739365665488	-0.0700945681234968	-0.0255884863902259	-0.0584185336243981	-0.0670997600368732	-0.0743987980728081	-0.0390352181941464	0.0638785742271019	-0.0411395613999634	-0.0338488900948985	0.969947482354522	0.0389780916252714	0.0586035380243497	-0.0354877269023997	-0.00349393951279764	-0.0144125376232412	-0.0663596966119354
GSM2858729	-0.132662344132998	0.0571039081370312	0.0116908642862082	-0.19740730421871	-0.0188667533004097	-0.0223372987607108	0.00602013766314665	0.0194624727975203	-0.0334593794293529	-0.0319797781264472	-0.0145728197679227	-0.0510282666726985	0.018978761163551	-0.0401862658220419	-0.0700565624259588	-0.0540810957754797	-0.0232347742088482	-0.0542214681546987	-0.0317387308676536	-0.0183215734265977	0.042788675084148	-0.0495070661135859	0.0564630084696711	0.0068924137301169	0.0372506409428347	0.00862275748248943	0.973638905117498	-0.0352669440817935	-0.0413107351731966	-0.0723529814392415	-0.0281862353359111	-0.0387761071445308	0.00128478842601336	0.00292058934100309	0.0286834304493343	0.0579172745226897	-0.0602142280492263	-0.0403617001962759	-0.0485590382127121	0.0254118634661663	-0.0725643770022735	-0.0882909218437551	0.0693199369542173	0.0501339132696674	0.662432951144992	-0.0205019227339841	-0.0162545875417396	0.0428563632580174	0.0205768182081569	-0.0685466569384127	-0.0691808204994882	0.048971242182857	0.0135946384446981
GSM2858760	0.128599161608383	-0.129213344136291	0.0570389803674428	0.224453426631465	-0.0675341445735364	-0.0616722847333389	0.0321967175696001	-0.031027321319534	-0.0409569430834802	-0.0838733546350754	-0.0495745039075087	-0.00647727572386476	-0.0384118450598649	-0.0668746092209085	0.0072612299122476	-0.0552439765293818	-0.0620835280409013	0.0288424714243872	-0.049858821923578	-0.0414413081322333	0.0351601907006362	-0.0506181999876032	0.0926899562577185	0.0210354301096722	0.034141269421145	0.011807398607623	-0.0466401221950987	-0.0469702123231067	-0.0457833971160318	0.974553293172519	-0.0591015402264987	-0.0445231525456903	-0.0552887104445567	-0.0774668759087218	0.0182598301604185	0.0369537938595375	-0.10872040540122	-0.0585912919553817	-0.0210557529715321	-0.100620254881742	0.00768349641469508	-0.0511905846617678	0.0438959286256255	-0.00524169455485875	-0.070739127625273	-0.0503727552955253	-0.0527035366925336	-0.0404415551146915	0.0229082650997779	-0.0574555281648948	-0.0564239219966462	0.0233247855928297	-0.055058306896952
GSM2858772	-0.313683301261373	0.347995300284672	-0.436517141621854	-0.234681186890616	0.0253162826087182	0.093101372763898	0.0304811151242878	0.968769864495895	-0.00980808714807371	-0.00691114633299214	0.658682541702366	0.0498380204895796	0.0289967325733152	-0.0379250821603412	-0.0966515999737539	0.585340430227847	0.00859568933849961	-0.0388518372662042	0.107804263995434	-0.0094469469073549	0.0777707738401661	-0.0302874328676019	0.0843035190083884	0.0584679424785284	-0.632062969161334	-0.974427488259977	0.0412842170523514	-0.00137252841209752	-0.0709177719700561	-0.00815033942649518	0.0351903065401211	-0.0133674489424762	0.0222166559208705	-0.0025901276677541	0.0715024911917262	-0.664252961301164	-0.0795886942239941	0.684492101493865	-0.0161738246687506	0.11978308306849	-0.0720758086134689	-0.0875907647164354	0.0910496717872048	0.068883613192058	-0.0199285946430669	0.00315294965369019	-0.0266157049427997	0.0746064845447808	0.111074176875233	0.0164342103640678	0.0071415354292487	0.0820430469412323	-0.0180742420433755
GSM2858789	-0.28245565682572	0.213002884722102	-0.277162183339932	-0.212231019908556	0.0126335720772633	-0.00829474050426786	0.0224547731204053	0.0248911113160182	-0.0529267581820224	0.100001860368143	0.622258878441053	-0.0598125490365186	0.12850032701163	-0.0546039949599374	-0.0672778756939104	0.37617890888054	0.975482728016765	-0.0579233476175657	-0.0463596016729429	-0.0147352676350432	0.054138330207624	-0.0637179582561301	0.0564533644182114	-0.559968862433118	-0.0390129672140938	0.0481132830389787	-0.0241766104379182	0.642148762922026	-0.0364206418334396	-0.019917622566298	-0.00311528986358976	0.00879240536709095	-0.0268774781891937	-0.00758101885177341	-0.0445670269545545	-0.676017250499541	-0.0615913495170294	-0.0264264927236716	-0.0342733437729837	0.0729709244985966	-0.0494664297915491	-0.0775263159952658	0.0454725342224288	0.0634831182443558	-0.0233183319862375	-0.0142376105561526	-0.0221275338531013	0.0539002305429741	-0.673659467564433	-0.018132554893586	-0.0090068067760503	0.0844778625214157	-0.056642635896364
