GSM2858678	GSM2858682	GSM2858686	GSM2858688	GSM2858690	GSM2858692	GSM2858694	GSM2858699	GSM2858701	GSM2858705	GSM2858707	GSM2858711	GSM2858713	GSM2858716	GSM2858718	GSM2858726	GSM2858727	GSM2858729	GSM2858739	GSM2858742	GSM2858746	GSM2858748	GSM2858749	GSM2858760	GSM2858761	GSM2858766	GSM2858767	GSM2858772	GSM2858780	GSM2858789	GSM2858792
388569	5	5	5	5	5	5	5	6	6	5	6	6	5	6	6	5	5	5	5	6	6	5	5	5	5	5	5	5	6	6	5
25799	6	5	6	6	6	6	5	6	6	5	5	6	5	6	6	5	6	6	5	6	6	6	6	5	6	5	6	6	6	6	6
55663	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
10155	8	7	9	8	7	7	7	9	8	8	10	9	8	8	8	9	9	9	8	8	8	8	8	8	11	8	8	10	11	9	9
100131691	6	6	6	6	6	6	6	7	6	5	6	6	6	6	6	5	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6
65996	6	6	6	6	6	6	6	6	6	6	5	5	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6
375690	9	9	10	9	9	10	9	9	9	9	9	10	8	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	10	9
8612	7	6	8	7	7	6	6	8	7	7	8	7	7	7	7	6	7	7	7	8	7	7	6	7	8	7	7	8	7	8	8
54531	5	5	6	6	6	6	5	5	6	6	5	5	5	6	6	6	5	6	5	6	6	6	6	5	6	6	6	6	5	6	5
51298	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	4	4	5
126567	4	4	4	5	4	5	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	4
25759	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5
284451	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5
55658	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7
400668	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5
79948	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
10025	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6
91300	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	7	6
91304	8	8	9	8	9	8	8	9	9	9	9	9	8	9	9	10	9	9	8	9	9	9	8	9	10	9	9	10	10	9	10
5434	7	6	7	6	6	6	6	7	7	7	7	7	7	7	8	8	7	7	6	7	7	7	7	6	8	7	7	7	8	7	7
22904	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	8	7	7	8	7	8	8
255057	7	7	7	7	7	7	7	6	7	7	7	6	7	7	6	6	6	7	7	6	7	7	6	6	6	6	6	6	6	6	7
148046	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	5	6	6	7	6	5	6	6	6	6	6	6	6
2593	6	7	7	7	7	6	7	6	6	7	7	6	6	7	7	6	6	6	7	7	6	6	7	6	6	6	6	6	6	6	7
148223	6	6	7	7	7	6	6	7	7	7	6	7	7	7	7	6	6	7	7	6	7	6	7	6	6	6	7	6	6	6	7
54760	5	6	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	5	6	6	6	6	5	5	5	6	6	5	5	6
339366	6	6	6	6	6	6	6	6	6	5	6	5	5	6	6	5	5	5	6	5	6	6	5	6	5	5	6	5	5	5	5
399664	7	7	8	7	7	7	7	8	7	8	7	7	7	8	7	7	7	8	7	8	7	7	7	7	8	7	7	8	7	8	8
53615	6	6	7	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7
6929	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	8	8	7	7
148229	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
57455	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
83855	7	7	8	8	7	7	7	8	7	7	7	8	8	7	7	8	7	8	8	7	7	7	7	7	8	8	8	9	8	8	8
255193	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6
55643	7	6	7	7	6	6	6	7	7	6	8	7	7	7	7	8	7	7	6	7	7	7	6	6	8	7	7	8	9	7	8
2872	7	7	8	7	7	7	8	8	8	7	8	7	8	7	8	8	7	8	8	9	8	7	7	7	8	7	7	7	8	8	9
126308	8	7	8	8	7	8	7	8	8	8	7	8	8	8	9	9	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8
8943	8	7	9	8	8	7	8	8	8	8	9	8	9	8	8	10	8	9	8	9	9	8	8	8	10	8	8	10	10	9	10
55111	7	6	7	6	6	6	6	6	7	7	6	7	6	6	6	7	6	7	6	6	7	6	7	6	6	6	7	6	6	6	6
100302283	7	7	6	6	7	7	7	6	7	6	7	6	6	6	6	7	7	6	6	7	6	5	6	7	7	7	7	7	7	7	7
126306	5	6	6	6	5	6	5	6	6	6	5	5	6	6	5	5	5	6	6	5	6	6	6	5	6	5	6	5	5	5	5
374872	5	5	4	5	5	5	5	6	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
645191	4	5	4	5	4	5	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4
51690	7	7	8	7	6	7	6	8	7	7	8	7	8	8	8	8	7	8	7	7	7	7	6	6	8	7	7	8	9	8	9
26517	5	5	6	6	5	5	5	6	6	6	6	6	6	6	5	6	5	6	6	6	6	5	6	5	6	5	5	6	6	6	6
84823	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8
2788	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
148252	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
29985	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6
6449	7	7	8	7	7	6	7	7	7	7	7	7	7	7	7	8	7	8	7	7	8	7	7	7	8	7	7	8	8	9	8
58492	4	5	5	5	4	5	4	5	5	4	4	4	4	5	5	5	5	5	4	4	5	4	4	4	4	4	4	4	4	5	4
7089	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	6	7	6	8	6
166	10	10	11	9	9	9	9	9	10	10	10	10	9	10	11	10	9	11	10	10	11	11	9	9	11	10	10	11	10	12	10
284422	5	5	5	5	6	5	6	5	5	5	5	4	5	5	5	5	4	4	5	5	5	5	5	5	4	5	5	4	4	5	5
83475	5	6	6	6	6	6	5	6	5	6	5	6	6	6	6	5	5	6	6	6	5	6	6	6	6	5	5	5	5	6	6
126321	6	7	7	6	6	6	6	7	7	6	7	6	7	7	7	7	6	8	6	7	7	7	7	6	8	6	6	7	7	8	8
6915	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6
58509	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
23396	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7
9546	5	5	5	5	5	5	5	6	5	5	5	5	6	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	6	6
84839	6	6	5	6	6	6	6	6	5	5	6	5	6	5	5	5	6	5	6	6	5	6	6	6	5	5	5	5	5	5	5
4145	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
23217	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5
1613	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	7	6	6	6	6	6	6	7	6	6	7	6	7	7
1938	12	11	13	12	11	12	12	12	13	12	14	15	13	13	14	15	12	14	13	13	14	12	12	12	15	12	13	14	15	15	14
51341	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	4	5	5
5605	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7
51548	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
126259	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	7	6	6	6	6	6	7	5	5	5	6
55620	7	7	7	6	6	6	7	6	6	6	7	7	6	7	6	6	6	7	6	7	7	6	6	6	6	6	7	6	7	6	6
6455	7	7	8	7	7	7	7	7	7	7	7	8	7	8	7	8	7	8	7	8	7	7	7	7	8	7	7	7	7	8	8
80700	7	7	8	7	7	7	7	7	8	8	8	8	8	8	8	8	7	8	7	8	7	7	7	7	8	7	7	8	8	8	8
729359	5	6	6	5	6	5	6	6	5	6	5	6	6	5	5	5	5	5	6	6	5	5	6	5	5	6	6	5	5	5	6
10501	6	5	5	5	6	6	5	6	6	6	6	5	5	5	6	6	6	6	5	5	5	6	5	6	5	6	6	6	5	6	6
56005	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	9	7	8	7	7	8	8	7	6	8	7	7	8	7	8	8
91039	6	6	7	6	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	6	7	7	7	6	7	7	6	7	7	8	7
148022	5	6	5	6	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	6	5	6	5	6	5	5	6	5
10226	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
645432	6	7	6	6	7	6	7	8	6	6	6	6	6	6	7	6	6	6	6	5	6	5	7	6	7	7	6	5	5	6	7
5802	6	7	7	7	7	7	7	7	7	7	7	8	6	8	7	6	6	8	7	6	7	7	7	7	7	7	6	8	7	7	7
257000	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6
9667	8	8	8	7	8	8	8	8	8	8	8	9	8	8	8	9	8	9	8	8	9	8	8	7	9	8	8	8	8	8	8
125988	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6
9361	6	7	7	6	6	6	6	6	6	6	7	7	6	7	7	7	6	7	6	9	7	6	6	6	7	6	6	7	7	7	7
163154	6	7	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
56931	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
2528	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5
2525	6	6	5	6	6	6	6	6	5	6	6	6	6	6	5	5	5	5	6	6	6	6	5	6	6	6	6	5	5	5	6
8498	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7
5990	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5
4298	9	7	8	7	7	7	7	8	8	8	8	9	8	8	8	9	8	9	7	9	8	8	7	8	9	7	8	9	9	9	9
125981	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
5623	6	6	6	6	6	5	6	6	6	6	5	5	6	6	5	5	5	5	6	6	6	6	6	6	5	6	6	5	5	5	6
2962	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	8	7	8	7	8	7	7	7	7	7	7	7	7	7	8	8
8570	8	8	8	7	7	7	7	8	8	7	8	9	8	8	8	8	8	8	7	9	8	8	7	7	8	7	8	8	8	9	8
284427	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
79085	6	6	6	5	6	5	5	6	5	5	5	6	5	5	5	5	6	6	5	6	5	6	5	5	5	5	5	6	5	5	6
79958	6	6	5	6	6	6	6	6	6	5	5	5	6	5	6	6	6	6	6	6	6	6	6	5	6	6	6	5	5	5	6
10382	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	7	6	6	6
970	5	5	4	4	5	5	4	4	5	4	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	4	4	4	4
8740	4	5	4	5	5	5	4	4	5	4	5	4	4	5	4	5	4	5	5	6	5	4	4	4	4	5	5	4	4	4	4
718	8	7	9	9	10	10	9	9	11	9	9	7	10	9	12	6	9	11	8	14	10	9	8	7	10	11	8	8	9	9	11
56927	6	7	7	6	7	7	6	6	6	6	7	7	6	6	7	6	6	7	6	7	7	6	6	6	7	6	6	6	7	7	7
10045	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
326342	5	5	5	5	6	6	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	6	6	5	6	6	5	5	5	5
3643	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	8	6	6	6	6	6	6	7	6	6	7	6	7	6
92960	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6
56949	6	6	7	6	7	6	6	7	6	7	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7
126006	5	6	6	6	5	6	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	6	5	6	5	5	5	6	5
2208	5	5	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	6	5	5	5	5	5	4	5	5
30835	6	6	5	5	6	6	6	6	6	5	6	5	6	5	6	9	5	5	6	5	5	6	6	6	5	6	6	5	5	5	5
80164	7	7	7	6	7	6	7	7	6	6	7	7	6	6	7	6	6	7	7	7	6	7	6	6	6	6	6	8	6	7	6
404217	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	7	7	7	6	7	6	6	6	7	7	7	7
10469	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7
1994	8	7	8	7	7	7	6	7	7	7	8	8	7	7	7	8	8	8	7	8	8	6	7	7	8	8	8	8	8	9	7
84467	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	6	5	5	5
51293	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5
256949	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
100507567	6	7	7	6	6	6	6	7	6	7	6	6	6	6	6	5	6	6	7	6	6	6	8	6	5	6	5	5	5	6	6
84106	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
84330	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6
4542	7	7	6	6	7	7	6	7	7	7	6	6	7	7	8	8	7	7	7	7	7	6	7	6	7	7	7	6	7	7	7
81794	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6
284382	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	5	6	6	6	6	6	6	6	6	6	6
148156	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6
94025	7	6	8	6	6	6	6	7	7	5	7	6	9	7	6	5	6	8	6	6	6	6	6	9	13	10	8	9	8	7	9
390882	6	6	5	6	6	7	6	5	5	5	6	6	6	5	6	5	6	5	6	5	5	5	6	6	5	7	6	5	5	5	6
125962	11	12	12	12	11	12	11	12	12	12	12	11	12	12	12	10	12	12	12	12	12	12	12	11	10	10	10	10	10	11	11
390883	5	5	4	5	6	5	5	5	5	6	6	4	6	5	6	4	5	5	4	4	5	5	5	5	4	5	4	4	4	4	5
125958	5	6	5	6	6	6	6	5	5	5	5	4	6	5	5	5	5	5	5	4	5	5	5	5	5	6	5	5	4	5	5
374879	6	7	6	8	7	8	7	7	7	6	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7
10781	6	7	6	7	6	7	7	6	6	6	7	7	6	6	7	7	7	6	6	7	6	6	7	7	7	8	7	7	7	7	6
147741	4	5	4	5	6	5	5	5	5	4	4	5	5	4	5	4	5	5	5	5	5	5	5	5	4	4	4	4	4	5	4
79088	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	5	6	5	5	5	6	6	6	6	5	6	7	5
7675	8	7	8	7	7	7	7	7	7	7	9	8	7	7	7	8	7	7	7	8	8	7	7	8	7	8	8	9	8	9	7
93134	7	7	7	7	6	7	7	6	7	6	7	7	7	6	7	7	6	6	7	7	6	6	6	7	7	7	7	7	7	7	7
54811	7	7	8	7	7	7	7	7	7	6	8	8	7	7	7	7	7	7	7	8	7	7	6	7	8	7	7	8	8	8	7
162993	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
54850	5	5	6	5	6	6	6	6	5	5	6	6	6	6	5	5	5	6	5	6	5	6	5	6	5	5	5	5	6	6	6
93145	5	5	6	6	5	5	5	5	5	5	5	6	6	6	5	5	6	5	5	5	6	5	5	5	5	5	5	6	5	6	5
50509	5	6	5	5	6	6	5	5	5	6	5	5	6	6	6	6	5	5	6	5	5	5	6	6	5	5	6	5	5	5	5
83854	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6
8666	8	7	8	7	7	7	7	8	8	8	9	9	8	8	8	9	7	9	8	9	8	7	7	7	9	9	7	8	9	10	8
1786	8	8	9	8	7	8	7	8	8	8	9	9	8	9	8	9	8	9	8	9	8	8	8	8	9	9	8	9	9	10	9
9294	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
100125288	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6
125950	6	6	6	6	7	6	6	7	6	6	7	7	6	6	6	7	6	7	6	7	6	7	6	6	7	7	6	7	7	7	7
3385	6	6	6	5	6	6	6	5	6	5	6	5	6	5	6	6	6	6	6	5	5	6	6	6	6	6	6	5	6	6	6
7297	7	7	7	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7
11140	8	8	9	8	8	7	8	8	8	9	9	9	9	8	9	10	8	10	8	10	9	8	8	8	10	10	8	9	10	10	9
9817	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	7	7	6	6	7	6	6
53637	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5
65095	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7
1032	6	6	6	5	6	5	6	6	6	5	6	5	6	5	6	6	5	6	6	6	6	6	5	6	6	6	5	6	5	6	6
10053	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	5	6	6	6	7	6	6	5	6	8	6	6	6	6	7	7
147727	5	5	5	4	5	5	5	5	5	5	5	5	5	6	5	5	5	6	4	6	5	5	5	5	5	5	5	5	5	6	5
406976	4	5	4	4	4	4	4	5	4	5	4	4	4	4	6	4	4	4	4	5	4	4	5	4	5	5	4	4	4	4	5
11018	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	6	6	5	5	5	5	6	5	5	5	6	6
78992	15	14	14	13	12	12	12	15	13	14	15	15	15	14	14	14	13	15	13	15	13	13	13	13	14	13	11	15	13	17	14
147841	5	6	5	5	5	5	5	6	6	5	6	6	6	5	5	5	5	5	5	6	6	5	6	5	5	5	6	5	5	5	5
25959	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7
57572	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6
9545	7	6	8	6	6	6	7	6	7	8	8	8	6	7	7	7	6	7	7	7	7	6	6	7	8	9	7	7	6	8	6
374882	7	7	7	6	8	7	8	7	7	8	8	7	7	7	7	7	6	7	7	8	7	8	7	9	8	9	8	7	7	8	7
115948	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	4	4	4	5
1995	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4	4	5	5	4	4	4	4
84337	8	8	8	7	7	7	7	8	8	8	8	8	8	8	8	9	8	8	8	9	7	8	7	8	9	8	8	8	9	9	8
54	6	5	6	6	6	5	6	5	6	6	6	5	6	6	6	5	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6
55552	7	7	7	6	7	6	7	6	6	6	6	7	7	6	6	7	6	6	6	6	6	6	6	7	6	7	6	6	6	7	6
51710	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
147837	6	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6
79973	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	7	6	6	6	6	6	6	5	6	6
90576	5	6	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	6	5	6	6	5	5	6	5	5	5	5	5	5	5
57474	7	7	7	7	7	7	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
4125	7	7	7	7	7	7	7	8	8	8	7	8	7	8	8	8	8	8	7	9	8	7	7	7	9	7	7	7	8	8	8
84261	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	6
30000	7	7	8	7	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	8	8	9	7
26810	15	18	19	15	13	15	14	19	18	18	17	20	19	18	19	14	16	17	16	19	17	17	16	18	19	17	19	20	19	19	17
79002	10	9	10	9	9	9	9	10	10	10	10	10	10	10	10	10	10	11	10	12	10	10	9	9	11	9	10	10	10	11	10
29911	6	7	6	6	6	6	6	6	6	6	7	7	7	6	6	6	6	6	6	8	6	6	6	6	7	6	6	6	6	7	6
7001	7	7	8	7	7	6	7	7	7	7	8	7	7	7	7	7	7	7	7	9	8	7	7	7	8	7	7	7	8	8	8
83546	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	6	5	5	5	5	5	5	4	4	5
1777	7	7	8	8	7	7	7	7	7	7	7	7	8	7	8	7	7	8	7	9	7	7	7	8	8	7	7	7	8	8	8
10661	7	8	7	7	7	7	8	7	7	7	7	7	7	7	6	7	6	6	7	6	7	7	7	7	6	7	7	6	6	6	7
256126	5	6	5	6	6	6	5	5	6	5	6	6	6	5	6	5	6	6	6	6	6	6	6	6	5	5	6	5	5	5	6
2193	7	7	8	8	7	7	7	8	8	8	8	8	8	7	8	8	7	8	8	9	8	8	8	8	9	8	7	8	9	9	8
90480	6	6	6	5	6	5	5	7	6	6	6	7	6	6	6	7	6	6	5	7	6	6	6	6	6	6	6	6	6	7	6
4066	5	6	5	6	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	6	5	6	6	5	5	5	5	5	5	5	5
55621	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	7
8677	7	7	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	7	6	8	8	7	7	7	7	7	7	7	7	8	7
773	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5
79173	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	5	6	6	5	6	6
79883	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6
5989	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
342979	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	5	5	6	5	5	5	5
646457	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
90378	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
5566	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7
55723	6	6	7	6	6	7	6	7	6	6	7	7	7	7	6	6	7	7	6	6	7	6	6	7	6	6	6	6	6	7	7
22859	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6
10212	7	7	8	7	7	7	7	7	8	7	8	8	7	7	8	8	8	8	7	8	7	7	7	7	8	7	7	8	7	8	7
5731	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	6	5	6	5	6	6	5	5	5	5
10755	9	9	10	9	8	8	8	8	9	9	9	9	9	9	8	9	9	9	9	10	9	8	8	9	10	9	9	9	8	9	10
3337	7	7	8	7	6	7	7	8	7	8	8	9	7	7	7	8	8	8	7	9	7	6	7	7	8	7	7	8	8	8	7
4713	6	6	7	6	7	6	6	7	7	7	7	8	7	7	7	7	7	8	6	8	7	6	6	7	8	6	6	7	8	6	7
84658	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5
30817	6	6	6	6	6	6	6	7	7	6	6	6	7	6	7	7	6	6	6	6	6	6	6	7	7	7	6	6	7	7	7
26664	7	7	6	6	6	7	7	6	6	5	6	5	6	6	6	6	4	5	6	4	6	6	6	8	6	7	7	6	6	6	6
26659	6	6	5	6	7	7	6	6	6	5	5	6	5	5	5	5	6	5	5	6	6	7	5	6	5	5	5	5	5	5	6
390892	4	6	5	5	5	5	5	5	4	6	5	4	5	4	5	4	5	5	5	4	5	5	4	4	4	5	5	4	4	4	4
26333	6	7	5	6	6	7	6	6	5	6	6	6	6	5	5	5	5	6	6	5	6	5	5	6	5	5	6	5	5	6	6
10994	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	6	5	6	6	6	6	6	6	5	5	6	5
